Wavelength, nm	Sc/Rc	Wavelength	Signal	Baseline_Result	Baseline_Y
Raw CCD	counts/uA	nm	Sc/Rc		
	Fully Corrected Emission Spectrum		Water Raman		Baseline of "Signal"
247.409	0.466621544834201	365	213.385513001509	365	230.816763177539
248.53	7.69925548976432	365.5	207.417228214263	365.5	229.500807641045
249.652	0.2333107724171	366	213.384971586771	366	228.184852104551
250.774	4.10181788356509	366.5	221.902884814831	366.5	226.868896568057
251.895	0.644964991038422	367	226.428129422525	367	225.552941031563
253.018	-9.48869428280327	367.5	227.165009420117	367.5	224.236985495069
254.14	4.72075226804303	368	225.171860159586	368	222.921029958575
255.263	17.8075674919007	368.5	221.605074422081	368.5	221.605074422081
256.386	-9.4018650821663	369	217.687234816015	369	220.289118885587
257.509	18.8219891770065	369.5	215.094267221907	369.5	218.973163349093
258.632	-7.37070434630968	370	215.758811573062	370	217.657207812599
259.756	7.25916781025394	370.5	219.17114072162	370.5	216.341252276105
260.88	3.43889896495046	371	221.287235836716	371	215.025296739611
262.004	21.3948821431635	371.5	218.823139520347	371.5	213.709341203117
263.128	-7.07998001636527	372	211.876164822917	372	212.393385666623
264.252	5.97863418679303	372.5	201.666181520209	372.5	211.077430130129
265.377	17.4456556686344	373	192.854139720887	373	209.761474593634
266.502	28.6559183161272	373.5	191.424857702903	373.5	208.44551905714
267.627	6.71607956954491	374	195.602325817407	374	207.129563520646
268.753	11.9878905048043	374.5	195.575722297087	374.5	205.813607984152
269.879	16.559602665222	375	186.925333582945	375	204.497652447658
271.005	11.0832662390541	375.5	178.312425927735	375.5	203.181696911164
272.131	31.9894961687769	376	177.587114164413	376	201.86574137467
273.257	17.6948127854655	376.5	178.539158544144	376.5	200.549785838176
274.384	16.9230270057448	377	171.10044464063	377	199.233830301682
275.511	-4.26919464528817	377.5	157.376584761643	377.5	197.917874765188
276.638	31.2575321322584	378	148.489912751473	378	196.601919228694
277.765	5.49889527402536	378.5	148.035098896308	378.5	195.2859636922
278.893	13.859806934207	379	147.025532454105	379	193.970008155706
280.02	33.1657561079679	379.5	139.170923873639	379.5	192.654052619212
281.149	18.1289624167204	380	132.50490284865	380	191.338097082718
282.277	8.26928528886437	380.5	136.713154842583	380.5	190.022141546224
283.405	18.3529314327164	381	145.840283324028	381	188.70618600973
284.534	33.8761711465477	381.5	145.822329660533	381.5	187.390230473236
285.663	12.6226846052616	382	135.135203939489	382	186.074274936742
286.792	26.7530296495048	382.5	127.16691545633	382.5	184.758319400248
287.922	10.1529060606549	383	130.969613983656	383	183.442363863754
289.051	26.3227212303943	383.5	141.845430631706	383.5	182.12640832726
290.181	33.0874182052453	384	154.038210315361	384	180.810452790766
291.311	30.7357249425316	384.5	169.392581963339	384.5	179.494497254272
292.441	34.7394773471142	385	192.497759735968	385	178.178541717777
293.572	47.0016323265039	385.5	223.426695671102	385.5	176.862586181283
294.703	27.1873338458978	386	258.317508078525	386	175.546630644789
295.834	25.2830177051968	386.5	297.254088040955	386.5	174.230675108295
296.965	39.8214133625032	387	348.158840218205	387	172.914719571801
298.096	27.9791999874077	387.5	418.128424126637	387.5	171.598764035307
299.228	50.5755122636524	388	506.480128168177	388	170.282808498813
300.36	27.7304416973924	388.5	610.725665885971	388.5	168.966852962319
301.492	24.7371339185159	389	733.104959319047	389	167.650897425825
302.624	38.5625134116947	389.5	878.832590491691	389.5	166.334941889331
303.757	21.0740442069392	390	1047.62766389462	390	165.018986352837
304.89	34.4357096272402	390.5	1231.2829613938	390.5	163.703030816343
306.023	59.128639693236	391	1422.56794933304	391	162.387075279849
307.156	56.1357121955231	391.5	1619.45928107239	391.5	161.071119743355
308.29	98.7180652312233	392	1820.8295731171	392	159.755164206861
309.423	104.533946719646	392.5	2024.14545533181	392.5	158.439208670367
310.557	158.016860004412	393	2226.02052440984	393	157.123253133873
311.691	185.104243911049	393.5	2418.69828866904	393.5	155.807297597379
312.826	184.234851367585	394	2589.71538061274	394	154.491342060885
313.96	224.711996405377	394.5	2730.7285100922	394.5	153.175386524391
315.095	288.9681333283	395	2843.91045825993	395	151.859430987897
316.23	338.2787684505	395.5	2933.17114875841	395.5	150.543475451403
317.365	391.204446196078	396	3003.49116299574	396	149.227519914909
318.501	428.56532763634	396.5	3059.02793501139	396.5	147.911564378415
319.637	479.73293715754	397	3083.76239143817	397	146.59560884192
320.773	501.220682172156	397.5	3045.30664021381	397.5	145.279653305426
321.909	531.188240378151	398	2935.97076907501	398	143.963697768932
323.045	526.735363484018	398.5	2793.88820906749	398.5	142.647742232438
324.182	533.56065649281	399	2653.14139955825	399	141.331786695944
325.318	526.083647888919	399.5	2509.29535120515	399.5	140.01583115945
326.455	487.200581311425	400	2348.64534922443	400	138.699875622956
327.593	502.038107591377	400.5	2170.48758619926	400.5	137.383920086462
328.73	492.029836684935	401	1982.32262742249	401	136.067964549968
329.868	481.27026899551	401.5	1788.79684544011	401.5	134.752009013474
331.006	503.96572350906	402	1590.38001906133	402	133.43605347698
332.144	493.410725650979	402.5	1390.01564601343	402.5	132.120097940486
333.282	478.478814143647	403	1199.68629421051	403	130.804142403992
334.421	491.690459194981	403.5	1031.3235181737	403.5	129.488186867498
335.559	453.22745882675	404	881.429106633741	404	128.172231331004
336.698	438.825258846629	404.5	739.393124778204	404.5	126.85627579451
337.837	441.895005480756	405	606.721859012106	405	125.540320258016
338.977	478.544700747154	405.5	498.191586792286	405.5	124.224364721522
340.116	524.282233825002	406	419.68616104754	406	122.908409185028
341.256	645.228227941916	406.5	353.458416585423	406.5	121.592453648534
342.396	1187.60758259714	407	282.575799106304	407	120.27649811204
343.537	2729.8600481584	407.5	217.014396488611	407.5	118.960542575546
344.677	5690.48891923468	408	175.73119240399	408	117.644587039052
345.818	9970.90066064283	408.5	156.560373372495	408.5	116.328631502558
346.959	14175.1382556752	409	139.264307226082	409	115.012675966063
348.1	14311.1045751496	409.5	114.494579166397	409.5	113.696720429569
349.241	14266.8107905975	410	94.9564378548174	410	112.380764893075
350.382	14326.7211320215	410.5	91.423207377737	410.5	111.064809356581
351.524	14372.8454385435	411	94.0662629024306	411	109.748853820087
352.666	14524.3097839958	411.5	88.2516764969601	411.5	108.432898283593
353.808	13848.8582335381	412	74.2088653647669	412	107.116942747099
354.951	8448.3671109021	412.5	62.2575948776573	412.5	105.800987210605
356.093	4419.84761662134	413	57.424330480203	413	104.485031674111
357.236	1901.42050445743	413.5	56.3730206211912	413.5	103.169076137617
358.379	748.636703706435	414	54.9558783958544	414	101.853120601123
359.522	396.226705468332	414.5	48.6290272870947	414.5	100.537165064629
360.666	305.763170514616	415	33.8414086942239	415	99.221209528135
361.809	282.950636259358	415.5	17.1859985072226	415.5	97.9052539916409
362.953	256.286362957718	416	10.5250926648299	416	96.5892984551469
364.097	242.679181799766	416.5	16.2626889984345	416.5	95.2733429186529
365.241	208.565225289032	417	25.1395017292296	417	93.9573873821588
366.386	220.232871178612	417.5	29.5855478109629	417.5	92.6414318456648
367.531	227.109463483769	418	28.8450746215491	418	91.3254763091707
368.675	220.204392527202	418.5	23.7411401315881	418.5	90.0095207726767
369.82	215.044889909291	419	17.8108584193187	419	88.6935652361827
370.966	221.272331115647	419.5	15.6022309774834	419.5	87.3776096996886
372.111	209.804862102418	420	17.7521932613526	420	86.0616541631946
373.257	190.922546732271	420.5	21.0066556514637	420.5	84.7456986267005
374.403	196.371788731519	421	22.9878648937383	421	83.4297430902065
375.549	177.864150088099	421.5	23.6872097168285	421.5	82.1137875537124
376.695	177.008434957875	422	23.4255302185601	422	80.7978320172184
377.842	150.145707058723	422.5	22.5387287292602	422.5	79.4818764807244
378.988	147.134422803381	423	21.3768050407022	423	78.1659209442303
380.135	132.383346469849	423.5	20.4339104104228	423.5	76.8499654077363
381.282	147.711504253678	424	20.3127742632376	424	75.5340098712422
382.43	127.59435387864	424.5	20.7202777429126	424.5	74.2180543347482
383.577	143.705668669506	425	19.7097728333906	425	72.9020987982541
384.725	178.621391513895	425.5	16.0052418060876	425.5	71.5861432617601
385.873	249.279351377435	426	12.1566577200121	426	70.2701877252661
387.021	350.689962066676	426.5	11.4686650211011	426.5	68.954232188772
388.169	539.990645726105	427	13.2477689009675	427	67.638276652278
389.318	822.804764294662	427.5	14.1385437557748	427.5	66.322321115784
390.467	1218.87853027788	428	12.7209759274492	428	65.0063655792899
391.616	1665.83764379912	428.5	10.5989571183042	428.5	63.6904100427958
392.765	2131.59022535783	429	9.57946787198552	429	62.3744545063018
393.914	2562.38389743477	429.5	11.2837966867972	429.5	61.0584989698078
395.064	2856.579476889	430	16.7915665444646	430	59.7425434333137
396.213	3029.01381378231	430.5	22.3732769660044	430.5	58.4265878968197
397.363	3063.86169374869	431	21.7524462529073	431	57.1106323603256
398.513	2790.14451453187	431.5	13.8403661708924	431.5	55.7946768238316
399.664	2458.92998438737	432	4.18363210340363	432	54.4787212873376
400.814	2053.03403379659	432.5	-2.45227568479873	432.5	53.1627657508435
401.965	1604.42439641408	433	-4.92046256032366	433	51.8468102143495
403.116	1158.43272042726	433.5	-3.03817564641724	433.5	50.5308546778554
404.267	805.127308082471	434	1.12708496991091	434	49.2148991413614
405.418	513.707039577369	434.5	4.5456569631852	434.5	47.8989436048674
406.57	343.952006422338	435	6.44122966436165	435	46.5829880683733
407.721	194.957163598692	435.5	8.45258680370859	435.5	45.2670325318793
408.873	144.56957188026	436	11.3464067157006	436	43.9510769953852
410.025	94.3896073053159	436.5	13.428796752432	436.5	42.6351214588912
411.178	93.501079997853	437	13.0187232087367	437	41.3191659223972
412.33	65.4799480742518	437.5	10.9015819667921	437.5	40.0032103859031
413.483	56.390119613544	438	8.79850428928824	438	38.6872548494091
414.636	45.4517639463335	438.5	7.85773046655074	438.5	37.371299312915
415.789	11.4613312855636	439	8.69610080189788	439	36.055343776421
416.942	24.2677818215498	439.5	11.0805196566307	439.5	34.7393882399269
418.095	28.1546810864959	440	13.0351753569373	440	33.4234327034329
419.249	16.0149687389074	440.5	12.6885236638075	440.5	32.1074771669389
420.403	20.4468884121841	441	9.87854285725312	441	30.7915216304448
421.557	23.6997757854051	441.5	5.12615741747011	441.5	29.4755660939508
422.711	22.0595813762191	442	0.820973609098777	442	28.1596105574567
423.865	20.2352121936545	442.5	0.791330545672195	442.5	26.8436550209627
425.02	19.6098125185724	443	6.10140131218784	443	25.5276994844687
426.175	11.4470602653665	443.5	12.771064683334	443.5	24.2117439479746
427.33	14.1299468096178	444	16.6487520795449	444	22.8957884114806
428.485	10.6551185609397	444.5	15.1685607973031	444.5	21.5798328749865
429.64	12.4641454685554	445	6.84229131945015	445	20.2638773384925
430.796	23.1016835467212	445.5	-1.89869683599592	445.5	18.9479218019985
431.951	5.04035658929464	446	0.569766879384906	446	17.6319662655044
433.107	-4.86185721954671	446.5	15.2448517473145	446.5	16.3160107290103
434.263	3.18154229139719	447	26.4345073639327	447	15.0000551925163
435.419	8.04778861330655	447.5	22.4875252781378	447.5	13.6840996560223
436.576	13.5443061805409	448	12.6587850808006	448	12.3681441195282
437.733	9.8232103713377	448.5	9.84324955486766	448.5	11.0521885830342
438.889	8.32902883527061	449	12.9898854332872	449	9.73623304654012
440.046	13.1165140233319	449.5	12.9306758852885	449.5	8.42027751004611
441.204	8.11671985755044	450	7.10432197355206	450	7.10432197355209
442.361	0.164649021619364				
443.518	12.9794819309132				
444.676	12.976308813872				
445.834	-2.12796923695181				
446.992	26.3720926005782				
448.151	10.6818358390444				
449.309	13.854690034511				
450.468	2.25281076797472				
451.627	8.17368613446463				
452.786	11.3324781153893				
453.945	3.82751252805463				
455.104	11.4560499557478				
456.264	8.89528454969821				
457.423	5.54254567497477				
458.583	16.1368265567027				
459.743	8.97817548829175				
460.904	10.8547129904328				
462.064	15.2102844152002				
463.225	10.9610219978585				
464.386	17.310497760425				
465.547	5.91006823406749				
466.708	8.21287997701279				
467.869	2.00632922858373				
469.031	5.38722205944515				
470.192	9.50995355691043				
471.354	-3.06636596784665				
472.516	11.3314087567621				
473.678	2.29414201861436				
474.841	1.06808781666552				
476.003	9.1597780119815				
477.166	8.98150339638064				
478.329	6.83356806070687				
479.492	5.15070086691579				
480.655	-2.12239471279393				
481.819	6.67875234630211				
482.982	2.12822309491149				
484.146	8.22120622638935				
485.31	2.43430859463293				
486.474	3.4998969936699				
487.638	9.13171323595457				
488.803	5.93336870356054				
489.967	10.9555062035113				
491.132	11.4342626976912				
492.297	8.68017017121787				
493.462	9.27677303347456				
494.627	8.97144259335717				
495.793	-0.608051110270599				
496.959	3.9490289906906				
498.124	8.80717800292046				
499.29	20.9346123247187				
500.456	1.51617012553082				
501.623	4.25225681913019				
502.789	4.09092877382663				
503.956	6.51869957176123				
505.122	1.21340052030734				
506.289	5.44677420353448				
507.456	2.41577927245722				
508.624	0.301528900181115				
509.791	3.91866848154518				
510.959	10.2276463631756				
512.126	5.40248193449017				
513.294	-3.58896338015012				
514.462	-0.598728431880616				
515.631	8.82530875634161				
516.799	4.182510899258				
517.968	3.13472267327734				
519.136	8.48828537966753				
520.305	7.8936120995673				
521.474	2.67880017030948				
522.643	-6.53895650129248				
523.813	7.43116968545795				
524.982	-0.297004450637648				
526.152	-9.77669285621196				
527.322	5.93123028854794				
528.492	10.6849840596977				
529.662	5.91344371640141				
530.832	13.6240606679868				
532.003	0.445235890702572				
533.173	-10.2613652410149				
534.344	4.16887174473701				
535.515	-6.72714702911742				
536.686	2.55129839510503				
537.857	3.91141851615806				
539.028	5.88665227023404				
540.2	-5.28721606365774				
541.372	-0.303563248581281				
542.543	-9.88441881329286				
543.715	1.67095394973819				
544.887	0.152256103483146				
546.06	0.765131052776085				
547.232	4.9051199618731				
548.405	-8.27257613283589				
549.577	7.65678186471957				
550.75	6.44119105333314				
551.923	0.30741056385777				
553.096	-6.75535292785014				
554.27	1.22929768117533				
555.443	-0.616287635962512				
556.617	6.1768683041951				
557.791	3.71729818991375				
