Wavelength, nm	Sc/Rc	Wavelength	Signal	Baseline_Result	Baseline_Y
558.964	1.24213573917257				
560.138	-3.72096436958328				
561.313	-1.08787246979284				
562.487	6.08786843178918				
563.661	-6.24791270110279				
564.836	9.40091163434852				
566.011	-1.88624540072139				
567.186	11.6400244667603				
568.361	1.41901948054678				
569.536	10.5744402699054				
570.711	0.633130093547636				
571.887	3.18185713007233				
573.062	5.10032335826597				
574.238	9.11394495053687				
575.414	6.89479695183694				
576.59	1.93080971660873				
577.766	-3.71059401348697				
578.942	-7.27309427662388				
580.119	10.6968763826201				
581.295	4.05660013949371				
582.472	13.1614623257585				
583.649	2.27409649926906				
584.826	4.0695644891263				
586.003	10.6005936967842				
587.18	4.25021783667063				
588.358	2.13037440402691				
589.535	-10.6739091659137				
590.713	-2.46729367978145				
591.891	10.2144599212905				
593.069	1.81214844330886				
594.247	-8.08522791578245				
595.425	-2.31591228593569				
596.603	-5.1401730826583				
597.782	6.6416899006625				
598.96	10.4843288478525				
600.139	0.832461488299533				
601.318	-4.00524794160327				
602.497	-4.85066154533325				
603.676	12.730068580213				
604.855	4.53831253803927				
606.035	4.89146412785613				
607.214	8.2744142671359				
608.394	5.07393133371911				
609.574	12.3707944204907				
610.753	16.6372831289586				
611.933	-1.19169138829899				
613.114	3.92977553518571				
614.294	8.39396976469588				
615.474	-6.53477911319324				
616.655	7.40723924546758				
617.835	-5.86673563045057				
619.016	7.42603758786836				
620.197	2.42713533386469				
621.378	-6.25216693294059				
622.559	-7.29807144384556				
623.741	-7.49882377083864				
624.922	7.34480665382355				
626.103	-6.13879403109028				
627.285	13.1780908797948				
628.467	-5.45864795831802				
629.649	2.4724471925127				
630.831	-5.83512374052371				
632.013	-3.19090171800662				
633.195	3.19693740594572				
634.377	5.32817428681241				
635.56	6.92921056875751				
636.742	8.72416480528499				
637.925	1.42619698388127				
639.108	-9.98153101966431				
640.291	5.17830468283471				
641.474	-0.537287456687998				
642.657	10.9603389059621				
643.84	-2.1618321326715				
645.024	-8.49950827427953				
646.207	6.16423377050613				
647.391	-4.00423074245509				
648.575	-0.364634019317099				
649.758	-6.58713559905198				
650.942	-0.367369296678801				
652.126	14.7606980047623				
653.311	5.37203464564619				
654.495	-7.42951412855323				
655.679	15.4632428969276				
656.864	-3.73871652971699				
658.048	-17.0388437019649				
659.233	2.06406410684001				
660.418	13.7477123094479				
661.603	1.32401538793645				
662.788	18.0144820939933				
663.973	4.74666098422041				
665.158	1.14000253498865				
666.344	15.6268229569059				
667.529	13.1979449182659				
668.715	12.6381303049033				
669.901	12.0846012427966				
671.086	16.1419606088376				
672.272	2.11753577208449				
673.458	15.2350803638771				
674.644	11.0276030211275				
675.831	22.6622418536322				
677.017	20.7758802976267				
678.203	2.91499732930387				
679.39	21.2059751772859				
680.577	21.2322551061483				
681.763	8.81160783498995				
682.95	17.6863935565254				
684.137	12.0150610307469				
685.324	-3.55475355601488				
686.511	21.7596733570698				
687.698	45.6175675074731				
688.886	83.7191638603611				
690.073	98.6656844612201				
691.261	140.311198696068				
692.448	191.891716161069				
693.636	252.067626433065				
694.824	277.442949215715				
696.012	312.275356780459				
697.2	363.620287675563				
698.388	379.630416801148				
699.576	379.367156955089				
700.764	373.275921378871				
701.953	352.810480985122				
703.141	307.735219634505				
704.33	270.012298743742				
705.518	227.402150144566				
706.707	183.749484177214				
707.896	134.909412221206				
709.085	84.968362755695				
710.274	67.7864841793213				
711.463	50.8434286395707				
712.652	34.9060854654283				
713.842	15.8328465367578				
715.031	27.1005377198668				
716.22	10.2196467115778				
717.41	1.49433859924076				
718.6	16.0358155344334				
719.789	20.345543040761				
720.979	-4.29217667758719				
722.169	-0.646009982416541				
723.359	-4.10149629958786				
724.549	0.650121640053538				
725.739	13.2541546317095				
726.929	6.98882043814226				
728.12	4.8119440246876				
729.31	1.31091975335102				
730.501	7.24456889319712				
731.691	6.63286664182491				
732.882	-2.65609036118671				
734.072	6.8754216633685				
735.263	-2.88908990670036				
736.454	-6.91218965146383				
737.645	-12.5575880731968				
738.836	4.73421403445528				
740.027	6.07908013864795				
741.218	6.77991424005698				
742.41	-0.226863061428888				
743.601	5.46094653916246				
744.793	5.00642976432601				
745.984	-2.06113358450165				
747.176	13.5549933262002				
748.367	5.29223267277543				
749.559	-11.1041037396636				
750.751	15.6043645771421				
751.943	10.7645561588755				
753.135	-1.64844284994196				
754.327	-2.3733112562831				
755.519	-4.05072731300413				
756.711	-0.239038920416379				
757.903	6.75482870385907				
759.095	-3.63412576454475				
760.288	8.7451935076254				
761.48	7.30719377328814				
762.673	10.5065038563561				
763.865	-0.740460156200959				
765.058	14.1640966888562				
766.251	-1.99080016426738				
767.443	-9.2121255363577				
768.636	-2.51517222006305				
769.829	-8.76196562252196				
771.022	16.3312455575532				
772.215	2.78267369806101				
773.408	15.5017950137686				
774.602	4.35797853142456				
775.795	7.68858357634736				
776.988	-4.64680753992364				
778.182	16.0405789467575				
779.375	9.86984180384525				
780.568	6.50074879583547				
781.762	6.29866364458402				
782.956	18.1152322264176				
784.149	10.9003037278072				
785.343	17.9595688229945				
786.537	26.2003687763079				
787.731	35.2497459638573				
788.925	28.5155610069957				
790.119	21.0626442915145				
791.313	27.3618197583569				
792.507	35.8928994048735				
793.701	47.3292845129453				
794.895	21.8779474910396				
796.089	22.5753984739405				
797.284	42.602824831938				
798.478	32.2894567407897				
799.673	-6.1490474109796				
800.867	15.6318217519457				
802.062	18.4315510209509				
803.256	10.9656063036037				
804.451	7.46594471734721				
805.646	4.43290467592491				
806.84	-10.9656063036037				
808.035	6.06608008284461				
809.23	9.09912012426692				
810.425	9.33243089668402				
811.62	9.79905244151822				
812.815	-14.4652678898602				
814.01	0.2333107724171				
815.205	-7.69925548976432				
816.4	12.1321601656892				
817.595	-1.8664861793368				
818.79	0.2333107724171				
819.986	-4.19959390350781				
821.181	15.6318217519457				
822.376	-12.1321601656892				
823.572	4.89952622075911				
824.767	10.9656063036037				
825.963	8.16587703459852				
827.158	6.29939085526171				
828.354	3.49966158625651				
829.55	1.1665538620855				
