Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	247.409	39.9807261781455
600	248.53	4.45918368255943
600	249.652	6.17066600620674
600	250.774	-7.93218830482663
600	251.895	-16.711739647765
600	253.018	6.43899236327299
600	254.14	-4.05968544845095
600	255.263	2.31257451792006
600	256.386	18.6635671766142
600	257.509	8.06473900368229
600	258.632	-1.55925890990342
600	259.756	3.51095316717829
600	260.88	-2.48570351590817
600	262.004	-15.3810144432244
600	263.128	-29.742347886131
600	264.252	25.8918703470037
600	265.377	21.5322075379156
600	266.502	8.09286782481178
600	267.627	-2.59272678224999
600	268.753	-3.68021486922267
600	269.879	1.82435910822764
600	271.005	11.1760496847817
600	272.131	2.82844310172709
600	273.257	-32.8173042293115
600	274.384	45.0627600935242
600	275.511	16.0552404256859
600	276.638	5.75290405907096
600	277.765	41.7460792496949
600	278.893	-6.41024398737082
600	280.02	37.786416703297
600	281.149	13.6916530828093
600	282.277	0.101908484322291
600	283.405	1.66248464803133
600	284.534	-1.77792144217581
600	285.663	21.080138580889
600	286.792	35.1695458086414
600	287.922	10.4607711948321
600	289.051	18.4207030550631
600	290.181	-15.6613608901582
600	291.311	-3.52453966707066
600	292.441	-22.2880451241491
600	293.572	25.3485133093569
600	294.703	-9.29418080623232
600	295.834	12.5724566196603
600	296.965	16.6200805584929
600	298.096	-4.17968243444471
600	299.228	5.75242500324399
600	300.36	-18.9720839752657
600	301.492	-18.0927305758849
600	302.624	7.32378593967676
600	303.757	4.82390782810714
600	304.89	9.71742450628306
600	306.023	4.92233314326344
600	307.156	-10.4980372827991
600	308.29	26.8040627465329
600	309.423	12.2900549319335
600	310.557	-2.44348492232242
600	311.691	2.3397915105308
600	312.826	21.9252107491026
600	313.96	7.26512016833819
600	315.095	4.12840073488893
600	316.23	-17.0682201881124
600	317.365	11.4568055043269
600	318.501	23.6805443594324
600	319.637	10.533560586177
600	320.773	6.5682820429924
600	321.909	-15.8087502390656
600	323.045	6.72862771417084
600	324.182	-5.77072788133695
