Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	247.409	-4.38062039894964
600	248.53	-21.6286911878599
600	249.652	13.0561078196963
600	250.774	-8.7588678242185
600	251.895	-29.4994509201817
600	253.018	-8.82075086342403
600	254.14	11.9369292807046
600	255.263	18.5049662600207
600	256.386	-9.00356354855249
600	257.509	45.1725163566097
600	258.632	-6.58265143244991
600	259.756	-9.20786050474249
600	260.88	-12.7409443766256
600	262.004	-15.3555176191952
600	263.128	-33.2296452917392
600	264.252	15.121547135979
600	265.377	27.8323356967901
600	266.502	26.3345254058807
600	267.627	-22.0887264444257
600	268.753	14.8862312970266
600	269.879	17.6986576542619
600	271.005	17.7360417204231
600	272.131	-15.9178869474469
600	273.257	-38.4220136675238
600	274.384	7.40691139137568
600	275.511	3.80444629693733
600	276.638	-48.2638694431921
600	277.765	19.3846030074912
600	278.893	0.952136085353493
600	280.02	11.9142731481854
600	281.149	-0.0135066898986547
600	282.277	-19.8381260820707
600	283.405	26.8585424730457
600	284.534	13.4094711641105
600	285.663	36.1649418772472
600	286.792	40.3958658506992
600	287.922	13.9824751778687
600	289.051	0
600	290.181	1.7285784492806
600	291.311	11.9878993970699
600	292.441	0.876611157001742
600	293.572	38.0651522312335
600	294.703	9.27112071943232
600	295.834	9.19608452569704
600	296.965	-0.877095282198782
600	298.096	-26.4428989254528
600	299.228	-8.27276091912703
600	300.36	-28.0061254137553
600	301.492	-7.36715251442974
600	302.624	13.065564950305
600	303.757	3.21264908385839
600	304.89	8.91095682384359
600	306.023	-8.99078031135328
600	307.156	-17.0423169496855
600	308.29	25.9567908842814
600	309.423	2.45674700097865
600	310.557	12.2112367694753
600	311.691	21.1139374500111
600	312.826	8.05475169184096
600	313.96	9.71503628388992
600	315.095	-11.3509208478796
600	316.23	-14.5955994988198
600	317.365	3.27728574676356
600	318.501	3.26025765872953
600	319.637	6.46054568988703
600	320.773	-4.09840517976107
600	321.909	-14.0852525760614
600	323.045	5.85480174861609
