Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
600	0.896950642778267	0.00989236718611902	1.17129647298086	0.0037416139996748	0.984116673469543	0.887058275592148	1.14901020391377	0.772019493448049	0.00338501559297863	99.2236010241858
595	0.953234291845361		1.24768125233873		0.982812881469727	0.943341924659241	1.22255990033042	0.77161202850207	0.00341937623948447	99.2157509308667
590	1.01390390158829		1.33000530779591		0.982779562473297	1.00401153440217	1.30342485271329	0.770287241579106	0.00345601351224011	99.2073813996858
585	1.06318297670876		1.39765380056759		0.981987595558167	1.05329060952264	1.36880447650706	0.769496759837059	0.00353352827989186	99.1896760149662
580	1.10152880724402		1.45094574249332		0.980610847473145	1.0916364400579	1.41914406690879	0.769221719987685	0.00361916026547109	99.1701202252153
575	1.14182331636035		1.50692546822179		0.979297995567322	1.13193094917423	1.47206493540888	0.768940908751305	0.00364731483230226	99.163691404697
570	1.18677199782137		1.5692481791544		0.978484988212585	1.17687963063525	1.53182467295214	0.768286117475285	0.00369764242327628	99.1522006288495
565	1.23006099178902		1.62932416768388		0.978631198406219	1.2201686246029	1.59084580262021	0.766993647400153	0.00375491608973604	99.1391255476154
560	1.28484024633088		1.70470549550767		0.979763388633728	1.27494787914476	1.66654213648985	0.765025888772372	0.00381201949677553	99.1260910516447
555	1.35189781930511		1.79650538222582		0.981100916862488	1.342005452119	1.75888217672452	0.762987691772595	0.00386336941884108	99.1143713168735
550	1.42452666422975		1.89590241918216		0.982443392276764	1.41463429704363	1.85894088017661	0.760989395697849	0.00396021929946828	99.0922707717985
545	1.49508517469		1.99207359982815		0.982752025127411	1.48519280750388	1.95403728569854	0.760063699077749	0.00400500168981474	99.0820533728878
540	1.56452305893402		2.08677378499662		0.982404112815857	1.5546306917479	2.04637937191515	0.759698183574324	0.00435064754524599	99.0032274200299
535	1.64080971878544		2.18905281718071		0.983403861522675	1.63091735159933	2.14904347583699	0.758903842540518	0.00418665296550459	99.0406192340752
530	1.72762657268659		2.3060631829241		0.985359311103821	1.71773420550047	2.26861399509484	0.757173414787411	0.00428245558670879	99.0187739082297
525	1.82369884342087		2.43505375735985		0.986455500125885	1.81380647623475	2.3983812363405	0.756262786229221	0.00439895416390086	98.9922158935608
520	1.92459408959974		2.56972550975141		0.98695296049118	1.91470172241362	2.53250540248487	0.756050399945814	0.0045064206109956	98.967723236961
515	2.02923456586619		2.70842926896281		0.987989187240601	2.01934219868007	2.67220215796671	0.755684667292011	0.00459612656931182	98.9472830103668
510	2.13051586489996		2.84212586754968		0.989577054977417	2.12062349771385	2.80879993052228	0.754992719370911	0.00471837215741437	98.9194351626768
505	2.26961073311858		3.0242872364507		0.991617441177368	2.25971836593246	2.99522572109439	0.754440091115008	0.00480936937110024	98.8987108606319
500	2.45559254634028		3.26698581458249		0.993805527687073	2.44570017915416	3.24303012473198	0.754140444303238	0.00497434904241631	98.8611483799372
495	2.87032714673386		3.81278623476486		0.99499124288559	2.86043477954774	3.78996604142182	0.754738894302769	0.00507561157100996	98.8381000492071
490	3.05888336912496		4.05166734953299		0.99444317817688	3.04899100193884	4.02543213346774	0.757431972728917	0.00523197504218581	98.8025207654839
485	3.46921265703615		4.58155739868519		0.996731162071228	3.45932028985003	4.5628516468176	0.758148753808983	0.00531568904562182	98.7834775637152
480	3.73679272920914		4.91514913075066		0.998985171318054	3.72690036202302	4.90642327953426	0.759596176214294	0.00555139925018982	98.7298780888624
475	4.67573421715653		6.13203309073198		1.00243234634399	4.66584184997041	6.14319760410066	0.75951355477413	0.00566020366442745	98.7051462502644
470	5.90852713215241		7.70601967379811		1.00769698619843	5.89863476496629	7.76156238772114	0.759980332606485	0.00588956772773394	98.6530308375
465	6.01710514197246		7.81478023732837		1.01307439804077	6.00721277478634	7.91316325140193	0.759141772251707	0.00623778784626016	98.5739619038946
460	5.65619028745757		7.33599033933917		1.01598358154297	5.64629792027145	7.44944432073429	0.75794887204619	0.0064267318411489	98.5310856804244
455	5.23173026473957		6.80098084928947		1.01623702049255	5.22183789755345	6.90760614804598	0.755954781676515	0.00661120069744995	98.4892429726965
450	4.54209223282726		5.93904082099533		1.01419520378113	4.53219986564114	6.01955198874092	0.752913152692799	0.00693084018758035	98.4167818418776
445	3.61709063740229		4.7702053715642		1.01049888134003	3.60719827021617	4.81650629496673	0.748924230408606	0.00736902994900736	98.3175324172262
440	3.42380166112385		4.54161003800496		1.00642335414886	3.41390929393773	4.56701675997363	0.747514071736721	0.00777749724614202	98.2251052308365
435	3.45700292075681		4.58347131225176		1.00416374206543	3.44711055357069	4.59879851144499	0.749567641415882	0.00812994178893952	98.145424598581
430	3.76033032921274		4.95857500704198		1.00603294372559	3.75043796202662	4.98472562407218	0.752386037842294	0.00839215504191398	98.0861853849009
425	3.86509665691912		5.08982704753315		1.00844466686249	3.855204289733	5.12903573065382	0.7516430947619	0.00878623745837648	97.9972215357787
420	3.51079029847157		4.66277150480598		1.00632703304291	3.50089793128546	4.68850772687334	0.74669769897556	0.00935587592699449	97.8687686180709
415	3.10541362284529		4.19171074252809		1.00108110904694	3.09552125565917	4.19249677984156	0.738347914909108	0.0104820682196679	97.6153086422278
