Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	247.409	14.724810763255
600	248.53	-2.51219783333414
600	249.652	-31.2607822761989
600	250.774	2.53341120208107
600	251.895	-32.7506389652143
600	253.018	10.4577547585069
600	254.14	1.5489882904981
600	255.263	17.7103235191626
600	256.386	23.5537771678277
600	257.509	41.113310598681
600	258.632	-4.06459286823393
600	259.756	-10.0379368378668
600	260.88	-29.0006814053435
600	262.004	-18.8099730699629
600	263.128	-43.8245373742823
600	264.252	1.79138751844374
600	265.377	33.2812817065845
600	266.502	-1.95312984960466
600	267.627	-24.8723765579809
600	268.753	-4.61284270353091
600	269.879	22.4170130326772
600	271.005	32.7880205647247
600	272.131	4.70563632854587
600	273.257	-2.63780677033247
600	274.384	45.0501289955646
600	275.511	-18.6217540110113
600	276.638	-22.2434371695884
600	277.765	25.8875779372568
600	278.893	8.36145534452098
600	280.02	41.4646245132505
600	281.149	22.824433174444
600	282.277	-20.7713296464786
600	283.405	20.5872222776597
600	284.534	-5.36281710330441
600	285.663	29.0801851667506
600	286.792	17.498438958559
600	287.922	-0.10706946230254
600	289.051	-2.63011864174758
600	290.181	8.68487865565832
600	291.311	1.65424020290355
600	292.441	-9.40540629924467
600	293.572	41.5182843941409
600	294.703	20.2901176277154
600	295.834	3.30689169178079
600	296.965	31.6374559852633
600	298.096	-1.69023526458751
600	299.228	2.44214313758313
600	300.36	-2.4155493586194
600	301.492	-23.8529375191226
600	302.624	0.748716123364762
600	303.757	8.92136004055761
600	304.89	26.9005938565569
600	306.023	9.01944087418321
600	307.156	-17.8628922482309
600	308.29	37.4138742344371
600	309.423	-4.88504038318413
600	310.557	2.45584205224192
600	311.691	31.762834066383
600	312.826	11.2883614936482
600	313.96	-3.34418016802953
600	315.095	15.5384677386476
600	316.23	-27.6673936932987
600	317.365	-20.2944405478999
600	318.501	-22.0092507021809
600	319.637	19.4872079837259
600	320.773	-1.64962145706168
600	321.909	6.62349871593697
600	323.045	-9.99949792452758
