wavelength	S-Sdark	Sdark	I	Idark	Wavelength	R	Rdark	Mcorrect	XCorrect	Sc	Ic	Rc	Sc/Rc
390.467	5761	5917						0.906833928585053		5224.27026257849			1218.87853027788
391.616	7931	5137						0.900264096736908		7139.99455122042			1665.83764379912
392.765	10223	5855						0.89369755089283		9136.2700627774			2131.59022535783
393.914	12486	6104						0.879601729035378		10982.7071887357			2562.38389743477
395.064	14122	5574						0.866992444992065		12243.6673081779			2856.579476889
396.213	15174	5498						0.855591345071793		12982.7430701194			3029.01381378231
397.363	15426	5206						0.851296873390675		13132.1055689245			3063.86169374869
398.513	14342	6283						0.833838970065117		11958.9185086739			2790.14451453187
399.664	12887	5289						0.817823419094086		10539.2904018655			2458.92998438737
400.814	10841	5444						0.811693396806717		8799.56811478162			2053.03403379659
401.965	8508	5612						0.808270976543427		6876.76946843147			1604.42439641408
403.116	6165	5932						0.805383899688721		4965.19174158096			1158.43272042726
404.267	4277	5770						0.806845749437809		3450.87927034551			805.127308082471
405.418	2742	5727						0.802995802640915		2201.81449084139			513.707039577369
406.57	1846	5224						0.798603775501251		1474.22256957531			343.952006422338
407.721	1048	6064						0.797339213848114		835.611496112823			194.957163598692
408.873	782	5268						0.792383366525173		619.643792622686			144.56957188026
410.025	514	5580						0.787093396484852		404.566005793214			94.3896073053159
411.178	512	5258						0.782729811310768		400.757663391113			93.501079997853
412.33	360	5920						0.779598570466042		280.655485367775			65.4799480742518
413.483	311	5481						0.77715533965826		241.695310633719			56.390119613544
414.636	252	5541						0.773063930034637		194.812110368729			45.4517639463335
415.789	64	5508						0.767574079334736		49.1247410774231			11.4613312855636
416.942	136	5632						0.764814973473549		104.014836392403			24.2677818215498
418.095	159	5509						0.758959666192532		120.674586924613			28.1546810864959
419.249	91	5706						0.754310080230236		68.6422173009515			16.0149687389074
420.403	117	6322						0.749042696177959		87.6379954528212			20.4468884121841
421.557	136	5173						0.746913892745972		101.580289413452			23.6997757854051
422.711	127	5013						0.744489803671837		94.5502050663233			22.0595813762191
423.865	117	4939						0.741288238763809		86.7307239353657			20.2352121936545
425.02	114	5096						0.737282284498215		84.0501804327965			19.6098125185724
426.175	67	4768						0.73229214400053		49.0635736480355			11.4470602653665
427.33	83	5347						0.729671936035156		60.562770690918			14.1299468096178
428.485	63	5058						0.724908088445663		45.6692095720768			10.6551185609397
429.64	74	5167						0.721931509971619		53.4229317378998			12.4641454685554
430.796	137	5236						0.722750285387039		99.0167890980244			23.1016835467212
431.951	30	4917						0.720120569527149		21.6036170858145			5.04035658929464
433.107	-29	5070						0.718570545256138		-20.838545812428			-4.86185721954671
434.263	19	4680						0.717710513532162		13.6364997571111			3.18154229139719
435.419	48	4810						0.718622038066387		34.4938578271866			8.04778861330655
436.576	81	4697						0.71669925403595		58.0526395769119			13.5443061805409
437.733	59	5007						0.713619389772415		42.1035439965725			9.8232103713377
438.889	50	5005						0.713985792338848		35.6992896169424			8.32902883527061
440.046	79	4552						0.711633763670921		56.2190673300028			13.1165140233319
441.204	49	4164						0.709985836982727		34.7893060121536			8.11671985755044
442.361	1	4575						0.705706898629665		0.705706898629665			0.164649021619364
443.518	79	4966						0.704199115753174		55.6317301445007			12.9794819309132
444.676	79	4835						0.704026958942413		55.6181297564506			12.976308813872
445.834	-13	4960						0.701596156954765		-9.12075004041195			-2.12796923695181
446.992	162	4816						0.697741871833801		113.034183237076			26.3720926005782
448.151	66	4986						0.693692776739597		45.7837232648134			10.6818358390444
449.309	86	4137						0.690499822378159		59.3829847245216			13.854690034511
450.468	14	4898						0.689702636480331		9.65583691072464			2.25281076797472
451.627	51	4280						0.686930800139904		35.0334708071351			8.17368613446463
452.786	71	4213						0.684119152188301		48.5724598053694			11.3324781153893
453.945	24	4297						0.683550472259521		16.4052113342285			3.82751252805463
455.104	72	4311						0.681973675251007		49.1021046180725			11.4560499557478
456.264	56	4537						0.680827401638031		38.1263344917297			8.89528454969821
457.423	35	4316						0.678744689822197		23.7560641437769			5.54254567497477
458.583	102	4311						0.678083486199379		69.1645155923367			16.1368265567027
459.743	57	4474						0.675116065323353		38.4816157234311			8.97817548829175
460.904	69	4198						0.674270970821381		46.5246969866753			10.8547129904328
462.064	97	4522						0.672095223903656		65.1932367186546			15.2102844152002
463.225	70	4445						0.671147872507572		46.9803510755301			10.9610219978585
464.386	111	4727						0.668423616528511		74.1950214346647			17.310497760425
465.547	38	4440						0.666613503575325		25.3313131358623			5.91006823406749
466.708	53	4125						0.664178503036499		35.2014606609344			8.21287997701279
467.869	13	4777						0.661491177558899		8.59938530826568			2.00632922858373
469.031	35	4487						0.659723632454872		23.0903271359205			5.38722205944515
470.192	62	4322						0.657433628559113		40.760884970665			9.50995355691043
471.354	-20	4141						0.657141960501671		-13.1428392100334			-3.06636596784665
472.516	74	4006						0.656322654008865		48.567876396656			11.3314087567621
473.678	15	4082						0.655532531380653		9.8329879707098			2.29414201861436
474.841	7	4738						0.653994550824165		4.57796185576916			1.06808781666552
476.003	60	4605						0.65433312523365		39.259987514019			9.1597780119815
477.166	59	4523						0.652472535014152		38.495879565835			8.98150339638064
478.329	45	4424						0.650878939032555		29.289552256465			6.83356806070687
479.492	34	4156						0.649310790061951		22.0765668621063			5.15070086691579
480.655	-14	4164						0.649775493741035		-9.09685691237449			-2.12239471279393
481.819	44	4450						0.650590731322765		28.6259921782017			6.67875234630211
482.982	14	4510						0.651559864878654		9.12183810830116			2.12822309491149
484.146	54	4080						0.652539778470993		35.2371480374336			8.22120622638935
485.31	16	4552						0.652109997272491		10.4337599563599			2.43430859463293
486.474	23	4261						0.652217782020569		15.0010089864731			3.4998969936699
487.638	60	4192						0.65232830452919		39.1396982717514			9.13171323595457
488.803	39	4261						0.652081588387489		25.4311819471121			5.93336870356054
489.967	72	3868						0.652176523208618		46.9567096710205			10.9555062035113
491.132	75	3961						0.653449621677399		49.0087216258049			11.4342626976912
492.297	57	3935						0.652707483828068		37.2043265781999			8.68017017121787
493.462	61	4124						0.651826938271522		39.7614432345629			9.27677303347456
494.627	59	4630						0.651741655409336		38.4527576691508			8.97144259335717
495.793	-4	4505						0.651546330213547		-2.60618532085419			-0.608051110270599
496.959	26	4630						0.651001789748669		16.9260465334654			3.9490289906906
498.124	58	4358						0.650839629173279		37.7486984920502			8.80717800292046
499.29	138	4056						0.650206108093262		89.7284429168701			20.9346123247187
500.456	10	4532						0.649850030422211		6.49850030422211			1.51617012553082
501.623	28	4459						0.650918572664261		18.2257200345993			4.25225681913019
502.789	27	4121						0.649416565477848		17.5342472679019			4.09092877382663
503.956	43	4365						0.649767102003098		27.9399853861332			6.51869957176123
505.122	8	4157						0.650098850846291		5.20079080677032			1.21340052030734
506.289	36	3961						0.648488202512264		23.3455752904415			5.44677420353448
507.456	16	4710						0.647146306037903		10.3543408966064			2.41577927245722
508.624	2	4062						0.646195837974548		1.2923916759491			0.301528900181115
509.791	26	4474						0.645996826291084		16.7959174835682			3.91866848154518
510.959	68	3703						0.644661892831326		43.8370087125301			10.2276463631756
512.126	36	4035						0.64321480345726		23.1557329244614			5.40248193449017
513.294	-24	3901						0.640948290944099		-15.3827589826584			-3.58896338015012
514.462	-4	5980						0.641556780338287		-2.56622712135315			-0.598728431880616
515.631	59	3693						0.641125580251217		37.8264092348218			8.82530875634161
516.799	28	3714						0.640242144465446		17.9267800450325			4.182510899258
517.968	21	4474						0.639801183223724		13.4358248476982			3.13472267327734
519.136	57	3654						0.638278660774231		36.3818836641312			8.48828537966753
520.305	53	4068						0.638359197080135		33.8330374452472			7.8936120995673
521.474	18	3890						0.637871239900589		11.4816823182106			2.67880017030948
522.643	-44	4009						0.636972936213017		-28.0268091933727			-6.53895650129248
523.813	50	4241						0.637018994748592		31.8509497374296			7.43116968545795
524.982	-2	4032						0.636499651432037		-1.27299930286407			-0.297004450637648
526.152	-66	4132						0.634911574840546		-41.904163939476			-9.77669285621196
527.322	40	4320						0.635550410628319		25.4220164251328			5.93123028854794
528.492	72	3691						0.636072457551956		45.7972169437408			10.6849840596977
529.662	40	3839						0.633644522190094		25.3457808876038			5.91344371640141
530.832	92	4048						0.63472258234024		58.3944775753021			13.6240606679868
532.003	3	3745						0.63611277794838		1.90833833384514			0.445235890702572
533.173	-69	4057						0.637413509607315		-43.9815321629047			-10.2613652410149
534.344	28	4214						0.638154316902161		17.8683208732605			4.16887174473701
535.515	-45	4031						0.640742622613907		-28.8334180176258			-6.72714702911742
536.686	17	3568						0.643246664643288		10.9351932989359			2.55129839510503
537.857	26	4283						0.644801661491394		16.7648431987762			3.91141851615806
539.028	39	4406						0.646947417974472		25.2309493010044			5.88665227023404
540.2	-35	3972						0.647476816177368		-22.6616885662079			-5.28721606365774
541.372	-2	4123						0.650555577516556		-1.30111115503311			-0.303563248581281
542.543	-65	3600						0.651782942414284		-42.3658912569285			-9.88441881329286
543.715	11	3811						0.651083972454071		7.16192369699478			1.67095394973819
544.887	1	3937						0.65258925640583		0.65258925640583			0.152256103483146
546.06	5	3461						0.65589003443718		3.2794501721859			0.765131052776085
547.232	32	3694						0.656999234199524		21.0239754943848			4.9051199618731
548.405	-54	3820						0.656617149412632		-35.4573260682821			-8.27257613283589
549.577	50	3922						0.656359051525593		32.8179525762796			7.65678186471957
550.75	42	3379						0.657327950000763		27.607773900032			6.44119105333314
551.923	2	3714						0.658800621747971		1.31760124349594			0.30741056385777
553.096	-44	3664						0.658052548408508		-28.9543121299744			-6.75535292785014
554.27	8	3916						0.658616010546684		5.26892808437347			1.22929768117533
555.443	-4	4101						0.660372032523155		-2.64148813009262			-0.616287635962512
556.617	40	3767						0.661871314406395		26.4748525762558			6.1768683041951
557.791	24	3664						0.663867437303066		15.9328184952736			3.71729818991375
558.964	8	3853						0.665494206666946		5.32395365333557			1.24213573917257
560.138	-24	3208						0.664522175550461		-15.9485322132111			-3.72096436958328
561.313	-7	3790						0.66610877507925		-4.66276142555475			-1.08787246979284
562.487	39	3919						0.66906122225523		26.093387667954			6.08786843178918
563.661	-40	3941						0.669483950138092		-26.7793580055237			-6.24791270110279
564.836	60	3906						0.671558620929718		40.2935172557831			9.40091163434852
566.011	-12	3608						0.673724213838577		-8.08469056606293			-1.88624540072139
567.186	74	3649						0.674197879076004		49.8906430516243			11.6400244667603
568.361	9	4087						0.675788903951645		6.0821001355648			1.41901948054678
569.536	67	4219						0.676468836307526		45.3234120326042			10.5744402699054
570.711	4	3737						0.678419267773628		2.71367707109451			0.633130093547636
571.887	20	3680						0.68189245980978		13.6378491961956			3.18185713007233
573.062	32	3875						0.683145074248314		21.860642375946			5.10032335826597
574.238	57	3755						0.685325282692909		39.0635411134958			9.11394495053687
575.414	43	3734						0.6872555154562		29.5519871646166			6.89479695183694
576.59	12	3570						0.689641579985619		8.27569895982742			1.93080971660873
577.766	-23	3432						0.691481892704964		-15.9040835322142			-3.71059401348697
578.942	-45	3863						0.692742626428604		-31.1734181892872			-7.27309427662388
580.119	66	3454						0.694669529855251		45.8481889704466			10.6968763826201
581.295	25	3761						0.695484412908554		17.3871103227139			4.05660013949371
582.472	81	3728						0.696441006660461		56.4117215394974			13.1614623257585
583.649	14	4021						0.696219306766987		9.74707029473782			2.27409649926906
584.826	25	4191						0.697707087755203		17.4426771938801			4.0695644891263
586.003	65	4120						0.699007830560207		45.4355089864135			10.6005936967842
587.18	26	3850						0.700653103590012		18.2169806933403			4.25021783667063
588.358	13	3461						0.702389145851135		9.13105889606476			2.13037440402691
589.535	-65	3391						0.703842284977436		-45.7497485235333			-10.6739091659137
590.713	-15	4023						0.705009218454361		-10.5751382768154			-2.46729367978145
591.891	62	3597						0.706136934280395		43.7804899253845			10.2144599212905
593.069	11	3841						0.706100133597851		7.76710146957636			1.81214844330886
594.247	-49	4134						0.707231173396111		-34.6543274964094			-8.08522791578245
595.425	-14	3866						0.70902129560709		-9.92629813849926			-2.31591228593569
596.603	-31	3803						0.71069172334671		-22.031443423748			-5.1401730826583
597.782	40	3738						0.71167844414711		28.4671377658844			6.6416899006625
598.96	63	3834						0.713288617134094		44.9371828794479			10.4843288478525
600.139	5	3965						0.713607416987419		3.5680370849371			0.832461488299533
601.318	-24	3773						0.715292008042336		-17.1670081930161			-4.00524794160327
602.497	-29	3594						0.716915852129459		-20.7905597117543			-4.85066154533325
603.676	76	4101						0.717930426597595		54.5627124214172			12.730068580213
604.855	27	3988						0.720436728298664		19.4517916640639			4.53831253803927
606.035	29	3643						0.722946373522282		20.9654448321462			4.89146412785613
607.214	49	3742						0.723779684662819		35.4652045484781			8.2744142671359
608.394	30	3656						0.724917425394058		21.7475227618217			5.07393133371911
609.574	73	3950						0.726339960694313		53.0228171306848			12.3707944204907
610.753	98	4064						0.727648335456848		71.3095368747711			16.6372831289586
611.933	-7	4023						0.72967752468586		-5.10774267280102			-1.19169138829899
613.114	23	4096						0.732327119350433		16.84352374506			3.92977553518571
614.294	49	3484						0.734237444877624		35.9776347990036			8.39396976469588
615.474	-38	3900						0.737076430797577		-28.0089043703079			-6.53477911319324
616.655	43	3913						0.738334437012672		31.7483807915449			7.40723924546758
617.835	-34	4018						0.739576000571251		-25.1455840194225			-5.86673563045057
619.016	43	3728						0.740208207130432		31.8289529066086			7.42603758786836
620.197	14	3841						0.743072459816933		10.4030144374371			2.42713533386469
621.378	-36	4012						0.744377560853958		-26.7975921907425			-6.25216693294059
622.559	-42	4034						0.744773179590702		-31.2804735428095			-7.29807144384556
623.741	-43	4072						0.747463345468044		-32.1409238551259			-7.49882377083864
624.922	42	4353						0.749542539715767		31.4807866680622			7.34480665382355
626.103	-35	4198						0.751761752605438		-26.3116613411903			-6.13879403109028
627.285	75	3797						0.753106582164764		56.4829936623573			13.1780908797948
628.467	-31	4076						0.754724765539169		-23.3964677317143			-5.45864795831802
629.649	14	3884						0.756944778263569		10.59722689569			2.4724471925127
630.831	-33	3911						0.757881557285786		-25.0100913904309			-5.83512374052371
632.013	-18	4005						0.759811970233917		-13.6766154642105			-3.19090171800662
633.195	18	3722						0.761249177753925		13.7024851995707			3.19693740594572
634.377	30	3828						0.76124135941267		22.8372407823801			5.32817428681241
635.56	39	3993						0.761525342464447		29.6994883561134			6.92921056875751
636.742	49	3851						0.763120270252228		37.3928932423592			8.72416480528499
637.925	8	4075						0.76410797983408		6.11286383867264			1.42619698388127
639.108	-56	4116						0.763966547727585		-42.7821266727447			-9.98153101966431
640.291	29	4168						0.765340702414513		22.1948803700209			5.17830468283471
641.474	-3	3687						0.767627731204033		-2.3028831936121			-0.537287456687998
642.657	61	3903						0.770121692717076		46.9774232557416			10.9603389059621
643.84	-12	3611						0.772157564163208		-9.2658907699585			-2.1618321326715
645.024	-47	3896						0.775106094360352		-36.4299864349365			-8.49950827427953
646.207	34	4069						0.777079392313957		26.4206993386745			6.16423377050613
647.391	-22	4042						0.780120379388332		-17.1626483465433			-4.00423074245509
648.575	-2	4539						0.781434169411659		-1.56286833882332			-0.364634019317099
649.758	-36	3999						0.784258639097214		-28.2333110074997			-6.58713559905198
650.942	-2	3745						0.787296044826508		-1.57459208965302			-0.367369296678801
652.126	80	4210						0.790828143715858		63.2662514972687			14.7606980047623
653.311	29	4076						0.793973514676094		23.0252319256067			5.37203464564619
654.495	-40	3763						0.796096345186234		-31.8438538074493			-7.42951412855323
655.679	83	3703						0.798523485898971		66.2774493296146			15.4632428969276
656.864	-20	4162						0.801231012821198		-16.024620256424			-3.73871652971699
658.048	-91	4220						0.802534914016724		-73.0306771755218			-17.0388437019649
659.233	11	4136						0.804258584320545		8.846844427526			2.06406410684001
660.418	73	4370						0.807184444189072		58.9244644258022			13.7477123094479
661.603	7	4450						0.810700052380562		5.67490036666393			1.32401538793645
662.788	95	4057						0.812761988401413		77.2123888981342			18.0144820939933
663.973	25	4361						0.813791996836662		20.3447999209166			4.74666098422041
665.158	6	4128						0.814366265773773		4.88619759464264			1.14000253498865
666.344	82	4465						0.816811884403229		66.9785745210648			15.6268229569059
667.529	69	4421						0.819827400386334		56.568090626657			13.1979449182659
668.715	66	4435						0.82073716878891		54.1686531400681			12.6381303049033
669.901	63	4130						0.822161211669445		51.796156335175			12.0846012427966
671.086	84	4357						0.823649057149887		69.1865208005905			16.1419606088376
672.272	11	3751						0.825093715190887		9.07603086709976			2.11753577208449
673.458	79	3918						0.826576143622398		65.2995153461695			15.2350803638771
674.644	57	4398						0.829223261594772		47.265725910902			11.0276030211275
675.831	117	3881						0.830199020862579		97.1332854409218			22.6622418536322
677.017	107	4335						0.832225205779076		89.0480970183611			20.7758802976267
678.203	15	4634						0.832936916172504		12.4940537425876			2.91499732930387
679.39	109	3901						0.833867330551147		90.8915390300751			21.2059751772859
680.577	109	4229						0.834900717318058		91.0041781876683			21.2322551061483
681.763	45	4035						0.839281896054745		37.7676853224635			8.81160783498995
682.95	90	4682						0.842290657758713		75.8061591982841			17.6863935565254
684.137	61	4205						0.844231115341186		51.4980980358124			12.0150610307469
685.324	-18	4399						0.84645173740387		-15.2361312732697			-3.55475355601488
686.511	110	4223						0.847861460864544		93.2647606950998			21.7596733570698
687.698	230	4254						0.850098981618881		195.522765772343			45.6175675074731
688.886	421	4576						0.852330431818962		358.831111795783			83.7191638603611
690.073	495	4038						0.854330955266952		422.893822857141			98.6656844612201
691.261	703	4399						0.85546494603157		601.391857060194			140.311198696068
692.448	960	4574						0.856742285251617		822.472593841553			191.891716161069
693.636	1256	4356						0.860186537027359		1080.39429050636			252.067626433065
694.824	1379	4484						0.862332262516022		1189.15619000959			277.442949215715
696.012	1550	3848						0.863517659425735		1338.45237210989			312.275356780459
697.2	1803	4478						0.864405632019043		1558.52335453033			363.620287675563
698.388	1881	4764						0.865042439460754		1627.14482862568			379.630416801148
699.576	1875	4313						0.867208780288696		1626.01646304131			379.367156955089
700.764	1835	4408						0.87188481926918		1599.90864335895			373.275921378871
701.953	1728	4656						0.875110608637333		1512.19113172531			352.810480985122
703.141	1502	4948						0.878157629787922		1318.99275994146			307.735219634505
704.33	1314	4745						0.880751495957375		1157.30746568799			270.012298743742
705.518	1103	4378						0.883658100128174		974.674884441376			227.402150144566
706.707	887	4308						0.887907485425472		787.573939572394			183.749484177214
707.896	649	4844						0.890969345092773		578.23910496521			134.909412221206
709.085	408	4748						0.89261112511158		364.185339045525			84.968362755695
710.274	324	4614						0.896733320951462		290.541595988274			67.7864841793213
711.463	242	4476						0.900501980185509		217.921479204893			50.8434286395707
712.652	166	4449						0.901276958227158		149.611975065708			34.9060854654283
713.842	75	4580						0.904821574687958		67.8616181015968			15.8328465367578
715.031	128	4128						0.907471818566322		116.156392776489			27.1005377198668
716.22	48	4529						0.912556691169739		43.8027211761475			10.2196467115778
717.41	7	4309						0.914989653229713		6.40492757260799			1.49433859924076
718.6	75	4251						0.916420924663544		68.7315693497658			16.0358155344334
719.789	95	4416						0.917932801544666		87.2036161467433			20.345543040761
720.979	-20	4197						0.919841084301472		-18.3968216860294			-4.29217667758719
722.169	-3	4094						0.922960644185543		-2.76888193255663			-0.646009982416541
723.359	-19	4151						0.925239002287388		-17.5795410434604			-4.10149629958786
724.549	3	4234						0.92883500880003		2.78650502640009			0.650121640053538
725.739	61	3917						0.931295290052891		56.8090126932263			13.2541546317095
