Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
600	0.900213787296478	0.00989343761687036	1.17325402424257	0.00376025075172893	0.984116673469543	0.890320349679607	1.15091832201115	0.773573878052295	0.00251148585816686	99.4233778939653
595	0.956991213217067		1.25015049366187		0.982812881469727	0.947097775600197	1.22496838607027	0.773160994495957	0.00254842937642996	99.4149207449353
590	1.0169635860243		1.33155506059734		0.982779562473297	1.00707014840743	1.30492960227438	0.771742894522583	0.00263607852666706	99.3948588872436
585	1.06767092346817		1.40095377369894		0.981987595558167	1.0577774858513	1.37202670812838	0.770959835974512	0.00270857016567326	99.3782694641315
580	1.10554352768696		1.45350344756123		0.980610847473145	1.09565009007009	1.42163390484179	0.770697776930145	0.00278659261152034	99.3604174316507
575	1.14565189361556		1.5096807514139		0.979297995567322	1.13575845599869	1.4747449277822	0.770138913246985	0.00297121364585099	99.3181877343356
570	1.18988124829723		1.57115295148565		0.978484988212585	1.17998781068036	1.53367022830213	0.769388222386425	0.00307509426605062	99.294434263921
565	1.23477472345964		1.63327470660852		0.978631198406219	1.22488128584277	1.59469368475539	0.768098160513284	0.00312995798556738	99.2818913509084
560	1.29070301974495		1.7097405339397		0.979763388633728	1.28080958212808	1.67145702319857	0.766283287186808	0.00309879799422314	99.2890149363744
555	1.35817758734643		1.80177007519794		0.981100916862488	1.34828414972956	1.76402908729194	0.764320815026572	0.00310521451122827	99.2875479940738
550	1.43124185951541		1.90148790561004		0.982443392276764	1.42134842189854	1.86440999485642	0.762358293411745	0.00317969507941415	99.2705218534709
545	1.50307801096177		1.99923461725559		0.982752025127411	1.4931845733449	1.96105647477151	0.761418445901144	0.00323159895589642	99.2586584353652
540	1.57063145429536		2.09120578326993		0.982404112815857	1.56073801667849	2.05071507642497	0.761070143103124	0.00356705072258064	99.1820200302766
535	1.64776909131623		2.19507480079923		0.983403861522675	1.63787565369936	2.15494719032753	0.760053731734567	0.00352910908721435	99.1906853313134
530	1.73547397072652		2.31265256155988		0.985359311103821	1.72558053310965	2.27508853679083	0.758467420148714	0.00354088210629172	99.1879964691444
525	1.82957614686418		2.43871291628077		0.986455500125885	1.81968270924731	2.40197244945731	0.757578509969354	0.00364403790502681	99.1644396376233
520	1.92999928855275		2.57273632638977		0.98695296049118	1.92010585093588	2.53545854328198	0.757301221123667	0.00378851097053084	99.1314569300555
515	2.03710316324686		2.71470475233617		0.987989187240601	2.02720972562999	2.67838385477479	0.756877966545406	0.00391087443239695	99.1035303501002
510	2.13828469909744		2.8481626058068		0.989577054977417	2.12839126148057	2.81475530568623	0.756154986964905	0.00405031502443774	99.0717159078494
505	2.27775433416026		3.03090961191252		0.991617441177368	2.26786089654339	3.00177410357597	0.755506849713215	0.00419572204710917	99.0385510565663
500	2.46464067984905		3.27427654453382		0.993805527687073	2.45474724223218	3.25025717115128	0.755247081375617	0.00433752589138023	99.0062187214653
495	2.88349368476719		3.82505622006739		0.99499124288559	2.87360024715032	3.80215602594309	0.755781779480644	0.00447592517434472	98.9746728299778
490	3.07285490471367		4.06498680504618		0.99444317817688	3.0629614670968	4.03865904194891	0.758410510835973	0.00467126538552132	98.9301652736684
485	3.48195191479774		4.59311025752574		0.996731162071228	3.47205847718087	4.57434816540346	0.759028030144407	0.00481230024171317	98.8980434371225
480	3.75159989223591		4.92878553450476		0.998985171318054	3.74170645461904	4.92002722683577	0.760505233428444	0.00503196209106388	98.8480344339564
475	4.69032713213728		6.14489613999699		1.00243234634399	4.68043369452041	6.15607325867344	0.760295321035376	0.00521341484940489	98.8067433220544
470	5.93074830882143		7.72690411219122		1.00769698619843	5.92085487120456	7.78258879314944	0.76078218039945	0.00543158944236164	98.7571186824776
465	6.04047294217205		7.83595741986093		1.01307439804077	6.03057950455518	7.93459843243194	0.760035880316986	0.00572658200650332	98.690061132769
460	5.67553524343496		7.35345410391783		1.01598358154297	5.66564180581809	7.46716828418404	0.758740340406992	0.00597346775767537	98.6339741993571
455	5.24783653420646		6.8167290743242		1.01623702049255	5.23794309658959	6.92359113797594	0.756535588570423	0.00627765643636092	98.5649131485864
450	4.55329460094656		5.94941762759449		1.01419520378113	4.54340116332969	6.03005719491981	0.753459049635119	0.00661607065087598	98.4881385715193
445	3.62922871352566		4.78074822796739		1.01049888134003	3.61933527590879	4.82714100715118	0.749788595474406	0.00686808138359162	98.4310048312923
440	3.43728054778874		4.55339307262585		1.00642335414886	3.42738711017187	4.57885672473632	0.748524646262926	0.00719076509575433	98.357897097817
435	3.47020098955173		4.59701767206091		1.00416374206543	3.46030755193486	4.61238256045163	0.750221280776856	0.00775139253924393	98.2310095532571
430	3.76881993611241		4.96927203336643		1.00603294372559	3.75892649849554	4.99546843576794	0.752467270452824	0.00834526824657802	98.0967754231194
425	3.87082669840013		5.09828400062436		1.00844466686249	3.86093326078326	5.13754530576333	0.751513228788861	0.0088612796542343	97.9802899566574
420	3.51936965878886		4.67478500085173		1.00632703304291	3.50947622117199	4.70057847803812	0.746605175845661	0.00940969258467659	97.8566417228034
415	3.11471520239796		4.20200456328774		1.00108110904694	3.10482176478109	4.20278307244354	0.738753752278705	0.0102434212280408	97.668963483383
