wavelength	S-Sdark	Sdark	I	Idark	Wavelength	R	Rdark	Mcorrect	XCorrect	Sc	Ic	Rc	Sc/Rc
nm	counts	counts			nm	uA	uA			counts*Mcorrect		uA*Xcorrect	counts/uA
	Raw CCD Data	Dark Offset CCD				Raw Ref Detector	Dark Offset Ref	interpolated	Linear interp	Dark Corrected CCD		Dark Corrected Ref	Fully Corrected Emission Spectrum
249.091	540	1217	0.261122852655335	0.00991253559347862	240.0134	0.518053903417019	0.00379844921692359	1	0.640393844199181	540	0.251210317061856	0.329326027215595	1639.7124896736
253.579	359	1267						0.920755717694759		330.551302652419			1003.72055451306
258.07	1473	1300						0.955686874985695		1407.72676685393			4274.56881788561
262.566	2077	1321						0.999656593680381		2076.28674507415			6304.65427415156
267.065	754	1264						1.06036071479321		799.511978954077			2427.72181024937
271.568	57	1310						1.07940847492218		61.5262830705643			186.824842211107
276.074	23	1302						1.07676166462898		24.7655182864666			75.2006104584431
280.584	-10	1353						1.05517872428894		-10.5517872428894			-32.0405506121192
285.098	-26	1334						1.02661354541779		-26.6919521808624			-81.0502358606124
289.616	36	1352						1.00307230377197		36.110602935791			109.650012302705
294.137	17	1337						0.972355012953281		16.5300352202058			50.1935281579925
298.662	-22	1305						0.950922190308571		-20.9202881867886			-63.5245515323118
303.191	-8	1290						0.943657357931137		-7.5492588634491			-22.9233593447716
307.723	21	1316						0.93796419262886		19.6972480452061			59.8107845035618
312.259	8	1312						0.939279413580895		7.51423530864716			22.8170101591391
316.798	22	1286						0.934936198353767		20.5685963637829			62.4566376902775
321.341	16	1315						0.94950242882967		15.1920388612747			46.1306960452572
325.887	-4	1340						0.980204938769341		-3.92081975507736			-11.9055872632581
330.437	14	1321						1.00061429786682		14.0086001701355			42.537179003361
334.99	4	1304						1.00505562067032		4.02022248268127			12.2074241039243
339.547	12	1341						1.00339326930046		12.0407192316055			36.5616994605866
344.107	8	1319						1.00434966313839		8.03479730510712			24.3976990614444
348.67	48	1357						1.01377862691879		48.6613740921021			147.760486784258
353.237	-7	1362						1.02695646846294		-7.18869527924061			-21.8285063589417
357.808	1	1352						1.03893519973755		1.03893519973755			3.15473152402074
362.381	28	1455						1.04207761979103		29.1781733541489			88.599657916036
366.958	-8	1438						1.03377521729469		-8.27020173835754			-25.112505708343
371.538	20	1443						1.02181215596199		20.4362431192398			62.0547464530069
376.122	-19	1441						1.00420981657505		-19.079986514926			-57.9364670209778
380.709	2	1485						0.971634999513626		1.94326999902725			5.90074831150555
385.299	29	1446						0.954604587256909		27.6835330304503			84.0611756820763
389.892	8	1392						0.911287996530533		7.29030397224426			22.1370416237148
394.489	16	1455						0.873207800984383		13.9713248157501			42.4239922179116
399.088	13	1439						0.822305737972259		10.6899745936394			32.4601571397852
403.691	0	1455						0.806940838575363		0			0
408.297	41	1393						0.795829811990261		32.6290222916007			99.0781766247705
412.906	27	1421						0.778912508606911		21.0306377323866			63.8596284362875
417.519	0	1442						0.761889703452587		0			0
422.134	6	1410						0.745308811903		4.471852871418			13.5788018615683
426.752	-7	1362						0.731264411449432		-5.11885088014603			-15.5434142980596
431.373	10	1355						0.721881350457668		7.21881350457668			21.9199604890349
435.998	34	1310						0.717957527041435		24.4105559194088			74.1227655943158
440.625	3	1285						0.71118239313364		2.13354717940092			6.4785258469844
445.255	20	1341						0.703281851112843		14.0656370222569			42.7103716677963
449.888	38	1289						0.690480910301209		26.2382745914459			79.6726417686656
454.524	7	1251						0.682762809991837		4.77933966994286			14.5124869429589
459.163	16	1269						0.677668385088444		10.8426941614151			32.9238908114507
463.805	30	1275						0.669587247669697		20.0876174300909			60.9961429405652
468.45	320	1286						0.660566833615303		211.381386756897			641.860555462612
473.097	1185	1222						0.656024870336056		777.389471348226			2360.54671390823
477.747	1950	1271						0.651841190040112		1271.09032057822			3859.67161880616
482.4	1560	1267						0.651048362255096		1015.63544511795			3083.98171169465
487.056	677	1230						0.652516115665436		441.7534103055			1341.3862670997
491.715	119	1213						0.653008789420128		77.7080459409952			235.960839773296
496.376	18	1297						0.651235410690308		11.7222373924255			35.5946278875539
501.039	32	1255						0.65063996052742		20.8204787368774			63.2214796774845
505.706	61	1238						0.649359540104866		39.6109319463968			120.2787774817
510.375	90	1221						0.645521782338619		58.0969604104757			176.411688142833
515.047	193	1231						0.642241107881069		123.952533821046			376.382440431592
519.721	213	1206						0.63834787517786		135.968097412884			412.867754676043
524.398	195	1215						0.636846071720123		124.184983985424			377.088276427437
529.077	86	1213						0.636239870548248		54.7166288671494			166.147295826482
533.759	43	1215						0.637493285894394		27.4122112934589			83.2373059767712
538.443	-9	1234						0.645846521854401		-5.81261869668961			-17.6500434716153
543.129	19	1188						0.65160035276413		12.3804067025185			37.593162032145
547.818	9	1171						0.656699793696404		5.91029814326763			17.9466475615012
552.51	-5	1167						0.658448666334152		-3.29224333167076			-9.99691205552812
557.204	6	1190						0.66251686835289		3.97510121011734			12.070413151752
561.9	9	1169						0.668110889196396		6.01299800276756			18.2584961583711
566.598	-19	1193						0.673831276893616		-12.8027942609787			-38.8757438008302
571.299	-17	1190						0.680083972156048		-11.5614275266528			-35.10632798872
576.002	1	1147						0.688393011689186		0.688393011689186			2.09030855383479
580.707	7	1165						0.695080602347851		4.86556421643496			14.774308175921
585.415	1	1231						0.698479141592979		0.698479141592979			2.12093513378983
590.124	26	1154						0.704328842163086		18.3125498962402			55.606142190067
594.836	-3	1189						0.70790221118927		-2.12370663356781			-6.44864498419226
599.55	1	1179						0.713406252861023		0.713406252861023			2.16626137597679
