Long Name	Wavelength	S1c/R1c
nm	nm	
		Z of S1c/R1c
600	367.531	-11.5844189998512
600	368.675	11.563284813091
600	369.82	-22.9862079747507
600	370.966	-7.94872098749998
600	372.111	-13.2171635945702
600	373.257	-6.16578329680349
600	374.403	-13.1627727883966
600	375.549	25.2448032446633
600	376.695	8.64036567491456
600	377.842	25.6801078723017
600	378.988	-5.07997919570705
600	380.135	8.38741002774066
600	381.282	-5.86775715295221
600	382.43	-2.51119810013401
600	383.577	3.3336544327525
600	384.725	-9.926023553704
600	385.873	0
600	387.021	-1.62602721472514
600	388.169	-14.4491137961846
600	389.318	-6.31785666449434
600	390.467	-16.4395230388191
600	391.616	-6.99446655295083
600	392.765	-3.85747153457591
600	393.914	-2.27797779783193
600	395.064	29.9376331413966
600	396.213	-1.47719740556377
600	397.363	7.34891452549542
600	398.513	7.19820724188603
600	399.664	-17.6498780617297
600	400.814	-2.10210993855165
600	401.965	-10.4662330599159
600	403.116	-11.1241051135521
600	404.267	2.78607411032115
600	405.418	-10.3979252756486
600	406.57	-12.409263941659
600	407.721	-9.63636667650373
600	408.873	-7.52437086924436
600	410.025	4.7562696312009
600	411.178	-10.1355026542665
600	412.33	18.1709216627126
600	413.483	12.7468710988251
600	414.636	-4.67149198534957
600	415.789	17.8906542345023
600	416.942	-19.1468148495838
600	418.095	7.2069836956239
600	419.249	19.5349958819395
600	420.403	6.46619401787969
600	421.557	-3.86869013191562
600	422.711	16.0672266729223
600	423.865	-3.83955168335048
600	425.02	-10.1834735388774
600	426.175	3.16079651069152
600	427.33	-5.0391790287845
600	428.485	4.3804945409072
600	429.64	-4.98572296069837
600	430.796	-1.87176656109341
600	431.951	5.59486850126104
600	433.107	4.96251184063973
600	434.263	13.6305740597604
600	435.419	1.86107529545581
600	436.576	-3.71219140327755
600	437.733	-14.1689163265187
600	438.889	-7.39627369627381
600	440.046	10.4435373515887
600	441.204	-15.9354815256677
600	442.361	-0.609209294687712
600	443.518	-6.07907684423574
600	444.676	-6.68534974965391
600	445.834	-20.5924621482025
600	446.992	-17.4676685161236
600	448.151	2.99418985465566
600	449.309	-11.9216323544469
600	450.468	-0.595393438168631
600	451.627	7.11600743705534
600	452.786	5.90573433526403
600	453.945	-0.590082514280768
600	455.104	10.0082625556502
600	456.264	-1.17546358682723
600	457.423	11.7186773875255
600	458.583	-4.09754154619058
600	459.743	-6.41081561006812
600	460.904	-6.40279070101395
600	462.064	-17.9860029730246
600	463.225	5.21438249437397
600	464.386	-1.15404817713603
600	465.547	-4.02823041962183
600	466.708	14.9073456308133
600	467.869	1.14207916772619
600	469.031	-3.41708238587781
600	470.192	2.27014743903564
600	471.354	-3.97099551855034
600	472.516	0
600	473.678	-5.0930614491151
600	474.841	5.08111234040307
600	476.003	-16.3809491619891
600	477.166	-19.1506407879126
600	478.329	5.05690606299249
600	479.492	3.36314837688169
600	480.655	-7.85296246107823
600	481.819	-6.17792618241423
600	482.982	-16.3115217783886
600	484.146	3.94318532635774
600	485.31	7.31823528931314
600	486.474	-7.31944489221806
600	487.638	-3.37877779354632
600	488.803	-1.12583330363291
600	489.967	7.88198047492839
600	491.132	3.94868335191749
600	492.297	-6.19802659284831
600	493.462	4.5015745782724
600	494.627	-2.25049280363565
600	495.793	20.8108196180184
600	496.959	-3.37190702210789
600	498.124	3.37106710063382
600	499.29	-5.05167860416376
600	500.456	-0.560990234692402
600	501.623	1.1238253312301
600	502.789	-2.24246416511732
600	503.956	2.24367458326527
600	505.122	-12.9077157286108
600	506.289	10.0766631900478
600	507.456	-0.558656214678722
600	508.624	-12.8302213897607
600	509.791	4.46131130847073
600	510.959	10.0172073144185
600	512.126	4.4420984123328
600	513.294	-2.76652854758515
600	514.462	3.87681696307148
600	515.631	-3.87421129532193
600	516.799	-6.07965732825021
600	517.968	-4.97083910467719
600	519.136	1.65300336513449
600	520.305	7.7149890379711
600	521.474	5.50649411130865
600	522.643	-0.549873940525456
600	523.813	-3.29948220639785
600	524.982	-2.74732686098745
600	526.152	-3.83666113246338
600	527.322	-4.38916743650025
600	528.492	-1.0981931847002
600	529.662	2.18800260105567
600	530.832	12.0544885477748
600	532.003	18.6704675788788
600	533.173	6.60305124463979
600	534.344	0.550893780487045
600	535.515	11.0625632810716
600	536.686	-2.77644903031622
600	537.857	-11.1326434862238
600	539.028	-2.23393808942254
600	540.2	7.26623990581353
600	541.372	-2.24639722413709
600	542.543	-3.93861189661179
600	543.715	0
600	544.887	-11.8304529389509
600	546.06	-1.1324086700812
600	547.232	-13.0447228724106
600	548.405	-12.4703045520825
600	549.577	0
600	550.75	10.7814669998911
600	551.923	8.53075397649307
600	553.096	-5.68071149172336
600	554.27	2.27423025640982
600	555.443	-4.56058775614764
600	556.617	3.42820644723622
600	557.791	12.608000160802
600	558.964	9.19192388907247
600	560.138	2.29462450576885
600	561.313	0
600	562.487	0
600	563.661	-1.73381829989337
600	564.836	4.63784332665554
600	566.011	-7.56079854257774
600	567.186	0.582008784651802
600	568.361	-4.6670580359477
600	569.536	-1.16793842725743
600	570.711	18.1552413008708
600	571.887	-1.76595365002199
600	573.062	-1.17946509991706
600	574.238	-11.832292780805
600	575.414	-4.15296653692933
600	576.59	7.73942949615522
600	577.766	10.7447292145194
600	578.942	13.7544080925408
600	580.119	2.39872465549608
600	581.295	-3.0019231034658
600	582.472	-13.8278394493675
600	583.649	-4.80815220763273
600	584.826	-1.80691010810007
600	586.003	5.43083624996866
600	587.18	-3.62907930094777
600	588.358	-11.5205589494055
600	589.535	5.46839681674638
600	590.713	3.6516420873049
600	591.891	-11.5820300267766
600	593.069	7.31458510954049
600	594.247	-6.10525141758471
600	595.425	25.7069603523395
600	596.603	34.9702124898966
600	597.782	65.1226155328658
600	598.96	96.0576703539453
600	600.139	120.741782910263
600	601.318	136.463907982289
600	602.497	107.686085337312
600	603.676	81.8085035538944
600	604.855	72.1432980577048
600	606.035	40.5659450485387
600	607.214	23.7428114394791
600	608.394	14.3932388767064
600	609.574	9.40531520984091
600	610.753	-1.88445144897321
600	611.933	3.779413218376
600	613.114	-4.42532646497478
600	614.294	13.9444493025463
600	615.474	-15.9072347673325
600	616.655	-8.28587992035254
600	617.835	0.638447171978703
600	619.016	-1.27798586258295
600	620.197	3.20732764569795
600	621.378	1.28518434412294
600	622.559	-3.85760216590041
600	623.741	-14.8408882253803
600	624.922	-10.3528143561097
600	626.103	-0.648966657357692
600	627.285	-7.15140356003007
600	628.467	15.6365882659877
600	629.649	0.653440961649841
600	630.831	13.0849929302785
600	632.013	11.8064897436111
600	633.195	4.60009747521409
600	634.377	13.1430006580756
600	635.56	-11.1757181351031
600	636.742	3.29386011745807
600	637.925	7.25587142197797
600	639.108	3.95701549135938
600	640.291	2.64275534457214
600	641.474	-12.5905996423367
600	642.657	5.98334471066398
600	643.84	-1.33314713506437
600	645.024	-10.7059027019933
600	646.207	-5.36657912147032
600	647.391	-20.8768742344269
600	648.575	-4.04749019840864
600	649.758	-0.677019954466794
600	650.942	-2.03892608578938
600	652.126	5.46152921659512
600	653.311	15.0789414244741
600	654.495	-6.18515086796666
600	655.679	17.2333560356539
600	656.864	4.84170080815961
600	658.048	-2.07839145350466
600	659.233	-8.33142154373483
600	660.418	-0.696810909574756
600	661.603	-14.6967617427782
600	662.788	-0.701625786377417
600	663.973	-6.32263457308188
600	665.158	14.0602139316724
600	666.344	4.23073142367817
600	667.529	-7.0772508151024
600	668.715	9.91914628820958
600	669.901	1.41947953988637
600	671.086	0.711024169029413
600	672.272	3.56135643040159
600	673.458	-5.70840807071257
600	674.644	10.7375424411125
600	675.831	7.88346347506921
600	677.017	-0.718427624299115
600	678.203	10.7856302426575
600	679.39	-5.75876165353768
600	680.577	-18.7391695208032
600	681.763	-5.07163573223895
600	682.95	-10.1796343204846
600	684.137	-19.6773801841615
600	685.324	-5.84567068206153
600	686.511	6.58733215180762
600	687.698	10.2740030289824
600	688.886	-14.7156736661516
600	690.073	10.325149202568
600	691.261	8.12338546151846
600	692.448	2.21877679391019
600	693.636	12.6236144030584
600	694.824	2.23325362322777
600	696.012	-8.19985299559497
600	697.2	-14.1779469382406
600	698.388	-0.746757464667175
600	699.576	8.23490340612784
600	700.764	1.50532844960791
600	701.953	1.51089784639176
600	703.141	9.85503087327787
600	704.33	-0.760318481637675
600	705.518	0.762827639873576
600	706.707	-15.3299193757167
600	707.896	-9.22966983657923
600	709.085	-8.47612081612219
600	710.274	-7.74114969034037
600	711.463	-2.33210491754703
600	712.652	8.5584104564746
600	713.842	10.1542641672557
600	715.031	-8.61723605610758
600	716.22	-3.15109867436231
600	717.41	-2.3696248500887
600	718.6	-8.70221562037961
600	719.789	14.2634817972463
600	720.979	1.58812600324642
600	722.169	-12.7480959397872
600	723.359	7.18850532687185
600	724.549	-28.0639487288395
600	725.739	-0.803950971573031
600	726.929	-22.6266001276628
600	728.12	0
600	729.31	21.0186864482896
600	730.501	-1.62456079709275
600	731.691	4.90838508347211
600	732.882	-2.45691550373459
600	734.072	-0.820625505055407
600	735.263	4.11145058986612
600	736.454	-7.42512599422591
600	737.645	-27.3803825715922
600	738.836	18.3509537636429
600	740.027	5.83148967204466
600	741.218	-15.0516051596478
600	742.41	-7.55463809356645
600	743.601	-1.68381372526541
600	744.793	-14.3140237904337
600	745.984	-2.5420977805226
600	747.176	9.35076942145944
600	748.367	-8.51370229889534
600	749.559	4.27976225127176
600	750.751	-9.47919237952067
600	751.943	12.1219837690622
600	753.135	19.1692844690575
600	754.327	-3.51254629342928
600	755.519	16.7511664566584
600	756.711	-8.84455496167056
600	757.903	17.8522792211545
600	759.095	-0.8964293347753
600	760.288	0
600	761.48	-9.01232273958393
600	762.673	7.23247801251736
600	763.865	6.39272240119892
600	765.058	6.4360503566468
600	766.251	8.28681334398672
600	767.443	-25.794286614776
600	768.636	-8.37563230694767
600	769.829	-9.26276971198719
600	771.022	-5.57782094839995
600	772.215	20.5920528924956
600	773.408	11.2834203391253
600	774.602	16.1247300547647
600	775.795	-6.63789672548788
600	776.988	14.3278427252104
600	778.182	-4.78636396575381
600	779.375	0
600	780.568	5.77273992870736
600	781.762	18.4500752910631
600	782.956	-17.4853643579724
600	784.149	-9.83698726137846
600	785.343	-7.93447975683255
600	786.537	-31.6547343434667
600	787.731	-17.9210960416481
600	788.925	14.9305112932004
600	790.119	27.9758756171877
600	791.313	12.0285206009728
600	792.507	-10.9839096609697
600	793.701	-1.01225796428707
600	794.895	-15.1780232610227
600	796.089	-8.05109007762865
600	797.284	10.9744145430737
600	798.478	-2.02495834065353
600	799.673	-6.2050284561793
600	800.867	-9.49587180538741
600	802.062	-10.3591328786045
600	803.256	-12.0856550250385
600	804.451	-13.8121771714726
600	805.646	9.49587180538741
600	806.84	4.31630536608519
600	808.035	2.58978321965111
600	809.23	6.04282751251926
600	810.425	12.9489160982556
600	811.62	5.17956643930223
600	812.815	-7.76934965895334
600	814.01	-2.58978321965111
600	815.205	-12.0856550250385
600	816.4	-21.5815268304259
600	817.595	-6.04282751251926
600	818.79	12.9489160982556
600	819.986	6.04282751251926
600	821.181	9.49587180538741
600	822.376	-8.63261073217038
600	823.572	-18.9917436107748
600	824.767	1.72652214643408
600	825.963	-1.72652214643408
600	827.158	-7.76934965895334
600	828.354	-20.7182657572089
600	829.55	10.3591328786045
595	247.409	-5.67394339524318
595	248.53	6.48450673742077
595	249.652	22.6957735809727
595	250.774	-11.2503543018754
595	251.895	24.6479607708788
595	253.018	10.4889974739054
595	254.14	-5.96390454801426
595	255.263	-24.8975637965492
595	256.386	-6.83660102716993
595	257.509	-16.9247180238536
595	258.632	14.7435076527486
595	259.756	3.15245587502724
595	260.88	1.59297998948691
595	262.004	-2.39773052355492
595	263.128	-16.3980777088628
595	264.252	-2.49250130608149
595	265.377	-34.5136447056758
595	266.502	-2.55271241683487
595	267.627	12.9627007451219
595	268.753	4.33834116605759
595	269.879	-12.203549849086
595	271.005	-13.1267893422026
595	272.131	-16.6268296552505
595	273.257	8.78213480917239
595	274.384	-25.447985581533
595	275.511	-13.959478194447
595	276.638	-5.21252428098994
595	277.765	2.60511074335158
595	278.893	-2.57954183524806
595	280.02	-6.0191520157792
595	281.149	-0.851125096140739
595	282.277	19.4343071197151
595	283.405	5.03379201508151
595	284.534	8.34694156269985
595	285.663	-7.4468145409877
595	286.792	-5.75764302109482
595	287.922	-1.64060516826353
595	289.051	12.2477464790276
595	290.181	19.4284406665985
595	291.311	-11.2401478285664
595	292.441	-14.387025235765
595	293.572	-0.79267997652988
595	294.703	-0.787113826718652
595	295.834	-5.48985777616134
595	296.965	-12.4356593774233
595	298.096	-8.48612842498756
595	299.228	-1.54130151859615
595	300.36	-10.0194133516477
595	301.492	-14.5793152154195
595	302.624	17.6078888107243
595	303.757	-6.86390605031611
595	304.89	16.0022424721892
595	306.023	7.63656011945837
595	307.156	1.52363673370764
595	308.29	-22.8135838538351
595	309.423	5.32953324927863
595	310.557	-2.28107545840569
595	311.691	-9.13257148735553
595	312.826	-19.049548127401
595	313.96	-18.2439647146388
595	315.095	-6.83460113143624
595	316.23	-5.31783226221977
595	317.365	0.758011265026703
595	318.501	2.27894782790181
595	319.637	-9.85751322789593
595	320.773	11.4762540040423
595	321.909	1.54689264877155
595	323.045	4.6722710793849
595	324.182	20.4566270468479
595	325.318	4.75140900237533
595	326.455	10.3597387849174
595	327.593	-3.20619514023036
595	328.73	7.25346379160924
595	329.868	-9.72104053175248
595	331.006	-2.43514191747495
595	332.144	17.89859323795
595	333.282	4.06833323093494
595	334.421	17.0984900309298
595	335.559	-13.0333635554269
595	336.698	-5.69471820471993
595	337.837	-22.7560738097402
595	338.977	-8.9515655702502
595	340.116	-7.31506115799576
595	341.256	-2.43568080968803
595	342.396	-0.812197067048511
595	343.537	3.2532448124325
595	344.677	8.14442450110139
595	345.818	-11.4086354744986
595	346.959	-4.0832254068676
595	348.1	-4.10063145729682
595	349.241	-2.46966990477995
595	350.382	-7.43283863808193
595	351.524	2.48476488320459
595	352.666	12.4670697669273
595	353.808	-12.4959076739882
595	354.951	11.6876936172516
595	356.093	-9.2143773044854
595	357.236	-8.41298373608198
595	358.379	-5.05683300197135
595	359.522	-15.2013028521607
595	360.666	23.6624709618507
595	361.809	5.90656458166032
595	362.953	24.5448240578728
595	364.097	-6.74488697246713
595	365.241	6.73257037537959
595	366.386	-4.19938734790045
595	367.531	-7.53040294238011
595	368.675	10.8574046432116
595	369.82	-19.9227840049003
595	370.966	-13.2684296781322
595	372.111	-28.9574191045083
595	373.257	-8.27056192791487
595	374.403	-8.23950130090378
595	375.549	13.0779229984541
595	376.695	-15.4145384323794
595	377.842	18.4862246326138
595	378.988	-5.56485079267325
595	380.135	22.0511227514278
595	381.282	0
595	382.43	-1.57193475459222
595	383.577	4.69522748536641
595	384.725	3.88337079971299
595	385.873	6.16399317339301
595	387.021	9.16059876575464
595	388.169	-5.2760821297637
595	389.318	0
595	390.467	9.55560241940122
595	391.616	-2.91888430037425
595	392.765	-8.6927816849715
595	393.914	-0.712972917272108
595	395.064	7.73027523241044
595	396.213	7.62862078219579
595	397.363	0
595	398.513	0.675879302413906
595	399.664	-11.2692606261642
595	400.814	-8.5530758630088
595	401.965	-5.89639341718971
595	403.116	0.652814665467716
595	404.267	16.3499896821525
595	405.418	-1.3017579230864
595	406.57	-6.47318945345941
595	407.721	-1.29258787605197
595	408.873	-6.4227690985658
595	410.025	-3.82793432436407
595	411.178	-12.6890418375619
595	412.33	7.58296827400597
595	413.483	6.92926992455021
595	414.636	15.0388147882998
595	415.789	4.97733928891564
595	416.942	-4.95944784836952
595	418.095	2.46073953442805
595	419.249	11.6169058937237
595	420.403	12.1429310249545
595	421.557	-9.68673633956886
595	422.711	-2.41382457392555
595	423.865	-6.60947179562271
595	425.02	0.597613992651207
595	426.175	-4.74855334153174
595	427.33	-2.36578129266342
595	428.485	4.70067138353672
595	429.64	-4.0961985228214
595	430.796	-0.58583488688313
595	431.951	4.08592334924732
595	433.107	0
595	434.263	-6.39924815821091
595	435.419	-1.7474660428127
595	436.576	-3.48558085612542
595	437.733	-15.61771037565
595	438.889	-7.52349923137145
595	440.046	5.76824241887524
595	441.204	-15.5381893089339
595	442.361	13.7284834164251
595	443.518	-10.2743637988212
595	444.676	-7.4185597827054
595	445.834	-15.9232675235259
595	446.992	-1.13112796722172
595	448.151	-2.24912774223402
595	449.309	6.71632612559852
595	450.468	-3.35428604480518
595	451.627	-8.9088148032981
595	452.786	-1.66356571933636
595	453.945	2.77030477670876
595	455.104	0
595	456.264	-1.65556120235343
595	457.423	17.0551324922949
595	458.583	-0.549629616849205
595	459.743	-3.28334600559771
595	460.904	8.74462930627698
595	462.064	-7.08208476233632
595	463.225	1.63202358790536
595	464.386	-1.62539904181136
595	465.547	-0.540332469398733
595	466.708	4.30686997779022
595	467.869	-5.36180499703135
595	469.031	8.02121688654248
595	470.192	-4.79602439302337
595	471.354	3.19593110273623
595	472.516	-4.78791975582267
595	473.678	-17.0032204653454
595	474.841	9.54187215987549
595	476.003	2.6518922244345
595	477.166	-8.46192509856257
595	478.329	-7.3861005144533
595	479.492	-3.68415266873213
595	480.655	-6.32021035046198
595	481.819	2.63672498785374
595	482.982	-10.5626108340965
595	484.146	16.9255943597208
595	485.31	-5.28576458856614
595	486.474	5.81530207744477
595	487.638	0.528753410716225
595	488.803	6.34264117987007
595	489.967	-0.528630382341742
595	491.132	-6.35594771149822
595	492.297	-7.93591139334012
595	493.462	-1.05669404321351
595	494.627	4.75450105000456
595	495.793	5.80931528101585
595	496.959	-8.44285098339645
595	498.124	1.05509349008864
595	499.29	-4.2162658886429
595	500.456	-3.16046767543944
595	501.623	4.74849660369793
595	502.789	-4.21114609423376
595	503.956	-2.10670957534673
595	505.122	-8.43114075660455
595	506.289	12.615378354986
595	507.456	-7.34374301779955
595	508.624	-5.76160923942893
595	509.791	-4.18897077243697
595	510.959	3.65777508899526
595	512.126	2.60683170414211
595	513.294	2.07811675548267
595	514.462	16.1206946500987
595	515.631	-8.31476628934364
595	516.799	-10.8980930608381
595	517.968	0.518599385403003
595	519.136	-3.62155699162461
595	520.305	15.0054863645574
595	521.474	-2.06814017637116
595	522.643	7.7446036808025
595	523.813	-3.09806547248419
595	524.982	-2.57961642379814
595	526.152	3.60245233662996
595	527.322	-4.12123091968987
595	528.492	3.60903911942302
595	529.662	-3.5952631516125
595	530.832	7.7172428654595
595	532.003	1.54682909788714
595	533.173	7.74996037044685
595	534.344	18.1042573576647
595	535.515	-2.59681240830783
595	536.686	6.77809816239211
595	537.857	1.04530517956026
595	539.028	14.158580255817
595	540.2	3.14892583261942
595	541.372	-0.527316503184096
595	542.543	-7.92467040266505
595	543.715	-10.0271512142621
595	544.887	-12.1661933610546
595	546.06	4.25312334731503
595	547.232	-15.9761848524266
595	548.405	7.45121707622641
595	549.577	-6.91626762415032
595	550.75	-7.45928316083113
595	551.923	-4.80599670413442
595	553.096	-4.80053945669837
595	554.27	5.87234994192435
595	555.443	1.07054672352516
595	556.617	9.12030661984435
595	557.791	26.9053304371625
595	558.964	2.69712604177894
595	560.138	11.8500209424368
595	561.313	-0.539923354982062
595	562.487	-1.08463300086525
595	563.661	0.542659148158191
595	564.836	1.08868160049794
595	566.011	-9.28363455807451
595	567.186	6.01128094768182
595	568.361	-15.8853216652138
595	569.536	-3.83824588585492
595	570.711	10.9980357816854
595	571.887	5.52717031229118
595	573.062	-1.10746470914975
595	574.238	4.99949596456534
595	575.414	-3.34238476522898
595	576.59	11.1799636795556
595	577.766	2.80244937003113
595	578.942	12.9147709065777
595	580.119	-1.12614731165682
595	581.295	-11.2746834031916
595	582.472	0
595	583.649	-9.59360741908751
595	584.826	-1.13107157782371
595	586.003	2.83295061673596
595	587.18	-14.1980930338256
595	588.358	1.70799268071109
595	589.535	8.5576313231584
595	590.713	11.4290925675276
595	591.891	28.0460669607826
595	593.069	76.6934104829503
595	594.247	81.4023042312191
595	595.425	125.286054287237
595	596.603	125.005162901849
595	597.782	121.717556689407
595	598.96	91.9283312651902
595	600.139	63.0482174078488
595	601.318	30.7288424756011
595	602.497	15.6898541473782
595	603.676	-3.49156851620361
595	604.855	5.25563642085532
595	606.035	15.8218333759096
595	607.214	7.62670064260704
595	608.394	3.52554894678112
595	609.574	4.12121182268268
595	610.753	-7.66746586733228
595	611.933	-8.28029794369745
595	613.114	1.18719503485596
595	614.294	-8.92718935907919
595	615.474	-5.37702421668856
595	616.655	-10.1739360914667
595	617.835	11.9894638963475
595	619.016	4.79988510623144
595	620.197	1.80692188952802
595	621.378	1.81009549070337
595	622.559	-1.20737167522655
595	623.741	1.81759916237348
595	624.922	5.46796535486666
595	626.103	4.26545363099206
595	627.285	-6.10440588255418
595	628.467	-4.89401782703706
595	629.649	-1.2271033786264
595	630.831	-9.21466512072492
595	632.013	17.8603961705611
595	633.195	0
595	634.377	9.87254944782961
595	635.56	-7.40717432089105
595	636.742	-0.618557316739116
595	637.925	6.19357917918883
595	639.108	-14.2425953994729
595	640.291	2.48142847061463
595	641.474	0
595	642.657	3.1211620656611
595	643.84	13.1435349338127
595	645.024	-23.2460856963172
595	646.207	0
595	647.391	-18.337772478518
595	648.575	1.90020567615027
595	649.758	-4.44983912546804
595	650.942	-1.27630662675555
595	652.126	-7.05117933584274
595	653.311	9.00992155918887
595	654.495	0.645286514249523
595	655.679	14.2395850418267
595	656.864	5.19558790086953
595	658.048	4.55353767483724
595	659.233	5.21522020865507
595	660.418	-0.65427412083566
595	661.603	-5.25698995168913
595	662.788	-7.9055408845627
595	663.973	-0.659629960793305
595	665.158	0
595	666.344	-4.63454439666583
595	667.529	0.664522037665917
595	668.715	-12.6399297890754
595	669.901	-1.9992412186187
595	671.086	3.33809866272419
595	672.272	-1.33758143878971
595	673.458	6.6999232153884
595	674.644	6.72137978329666
595	675.831	14.8044356465047
595	677.017	12.8168536405738
595	678.203	16.8787032648971
595	679.39	4.73131603268974
595	680.577	-0.676739915815798
595	681.763	0
595	682.95	6.14456937574082
595	684.137	-23.2662950103232
595	685.324	4.11661649557268
595	686.511	-6.1852087747975
595	687.698	-2.06717721516831
595	688.886	-15.1990916760067
595	690.073	2.76995741770784
595	691.261	-3.46704262885564
595	692.448	-34.7221945059211
595	693.636	-9.0640637665379
595	694.824	2.09692476231767
595	696.012	-4.8995503203745
595	697.2	-7.00655518086493
595	698.388	-2.80468676341908
595	699.576	9.84098706243188
595	700.764	2.12015361930221
595	701.953	4.25599547827288
595	703.141	11.3888381337545
595	704.33	6.42514388572015
595	705.518	8.59513035578638
595	706.707	-6.47734733037879
595	707.896	-5.77749672108946
595	709.085	-12.2998035662009
595	710.274	-4.36115494603459
595	711.463	20.4375890515079
595	712.652	1.46108412697653
595	713.842	11.7346431944555
595	715.031	-16.1823945841602
595	716.22	0.739685001521072
595	717.41	-18.5414267844949
595	718.6	-14.8563441507353
595	719.789	0.744042679514489
595	720.979	2.98235785425466
595	722.169	-1.49623612889884
595	723.359	13.4993667241283
595	724.549	-12.7989533540967
595	725.739	6.79386440573573
595	726.929	-18.2103089160805
595	728.12	-11.3983322562385
595	729.31	0.759061605253276
595	730.501	5.33886346252399
595	731.691	5.37687844186212
595	732.882	13.0726215459829
595	734.072	10.7874264433712
595	735.263	-6.948841112482
595	736.454	-1.54930211823683
595	737.645	4.67435425881373
595	738.836	7.83214575746798
595	740.027	12.5154438015089
595	741.218	-10.9921627204634
595	742.41	-3.15265136510195
595	743.601	0
595	744.793	-18.9744351400727
595	745.984	-23.0735169133604
595	747.176	-13.5690169562032
595	748.367	-3.19759349925544
595	749.559	-3.21480349502027
595	750.751	-10.518814720633
595	751.943	11.3819978480638
595	753.135	8.18140746043825
595	754.327	6.59624614497068
595	755.519	24.0067987726075
595	756.711	-4.98278371553727
595	757.903	20.9531096095025
595	759.095	6.73365479032853
595	760.288	16.0351376070656
595	761.48	5.07729955668488
595	762.673	14.4308149415751
595	763.865	-9.43246694835087
595	765.058	-2.58992655840281
595	766.251	2.59364840622014
595	767.443	-14.7048030542052
595	768.636	-2.62144741075461
595	769.829	-2.609197313018
595	771.022	-6.11021032375954
595	772.215	-0.878864182084338
595	773.408	0.882885373559197
595	774.602	11.5779504005752
595	775.795	-12.4653732729785
595	776.988	16.1438402993367
595	778.182	15.280214059585
595	779.375	12.6330087852246
595	780.568	11.7440771393891
595	781.762	4.55889245393056
595	782.956	3.64843802772045
595	784.149	8.31283995888348
595	785.343	-7.45011981852878
595	786.537	-20.4341311592759
595	787.731	-24.3058162946024
595	788.925	0
595	790.119	23.4536514504518
595	791.313	3.76474671153751
595	792.507	-2.81274475080463
595	793.701	-19.0092945027797
595	794.895	-12.351284014335
595	796.089	-9.44951458481732
