Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	247.409	-7.91271103438189
600	248.53	7.94289237657738
600	249.652	-12.115836367234
600	250.774	-14.3781379048562
600	251.895	-30.3529020459038
600	253.018	-4.82938527169503
600	254.14	26.3740046225106
600	255.263	1.50169738856497
600	256.386	21.9280751543514
600	257.509	15.5026429927374
600	258.632	3.44293586901332
600	259.756	-2.41534751049691
600	260.88	-13.6094358948239
600	262.004	0.933044876283123
600	263.128	-53.5252393405957
600	264.252	-20.5216837895598
600	265.377	19.7235391798133
600	266.502	2.60778171070129
600	267.627	-13.7330540646894
600	268.753	8.43786075111964
600	269.879	20.5536037006177
600	271.005	18.6973047419927
600	272.131	24.4516719854901
600	273.257	-17.7218281275613
600	274.384	-3.01608539056536
600	275.511	-28.9348269889083
600	276.638	-9.17956654833532
600	277.765	43.612334379273
600	278.893	0.979782002139467
600	280.02	-0.0880484177696825
600	281.149	-0.938151557250642
600	282.277	-19.8686896058031
600	283.405	5.26734084241516
600	284.534	-34.0602260831912
600	285.663	23.7466650581622
600	286.792	5.12581032449615
600	287.922	4.29180753951548
600	289.051	16.6668369898779
600	290.181	0.86214815405026
600	291.311	15.4509615869445
600	292.441	-17.1364701212449
600	293.572	36.4193086936675
600	294.703	-2.52951515270673
600	295.834	-2.59336661478693
600	296.965	8.27035730886196
600	298.096	2.45050352749216
600	299.228	10.7200137212704
600	300.36	1.72775725867192
600	301.492	-4.90331703295608
600	302.624	13.0809489457949
600	303.757	-9.10501785412529
600	304.89	32.6394442653592
600	306.023	-10.6653665309003
600	307.156	-16.2269401229
600	308.29	16.1836953331751
600	309.423	-29.4248727121982
600	310.557	24.5131841110882
600	311.691	21.1445240724991
600	312.826	9.64604403545835
600	313.96	5.63172354114211
600	315.095	-6.47724143910528
600	316.23	12.3130034337191
600	317.365	-3.20094499744098
600	318.501	7.35911733028562
600	319.637	12.1629330321935
600	320.773	-1.65101497633048
600	321.909	-18.3020762458114
600	323.045	8.40212050337063
