Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	247.409	25.1605407377742
600	248.53	-1.64696238992031
600	249.652	-8.63261073217038
600	250.774	-21.6224200283208
600	251.895	-15.9093431358548
600	253.018	8.04051470126455
600	254.14	3.15142926450083
600	255.263	-21.1569491063234
600	256.386	4.79812943843961
600	257.509	26.2434344139688
600	258.632	-15.7274260329298
600	259.756	-4.11940464517175
600	260.88	-7.6214251528024
600	262.004	-13.658509047909
600	263.128	-34.1356228797284
600	264.252	6.24831173639553
600	265.377	23.3371790048226
600	266.502	1.70804995822125
600	267.627	-28.5807514096441
600	268.753	-1.81976886015012
600	269.879	-13.1395458967374
600	271.005	-1.9713982830209
600	272.131	-17.83664240983
600	273.257	-29.9801840078752
600	274.384	24.3202843431385
600	275.511	-3.63825937672594
600	276.638	-14.7824416978609
600	277.765	31.4796055380712
600	278.893	-0.873550563501947
600	280.02	-1.9229991599266
600	281.149	-7.32825846629993
600	282.277	-28.0214448929609
600	283.405	7.07945375714674
600	284.534	-12.5273783794014
600	285.663	16.6483864590527
600	286.792	28.9751305574131
600	287.922	6.06175736355728
600	289.051	10.5153584192402
600	290.181	-13.0381652278206
600	291.311	11.9971796871261
600	292.441	12.8994029074239
600	293.572	33.0021911391618
600	294.703	30.4165451158553
600	295.834	18.4589682064702
600	296.965	-10.9134457237618
600	298.096	-3.34328008331873
600	299.228	1.61629318689118
600	300.36	-6.55404567468486
600	301.492	-13.1382758207524
600	302.624	21.29256811229
600	303.757	6.46672409225777
600	304.89	3.1776496110957
600	306.023	13.1128068144918
600	307.156	-10.503892178854
600	308.29	19.4498638886386
600	309.423	-9.7863781003708
600	310.557	-17.9460346305732
600	311.691	16.2354229568386
600	312.826	11.2927380674634
600	313.96	38.2681800116185
600	315.095	-0.771502596326122
600	316.23	-25.2119900952656
600	317.365	-20.2877119978978
600	318.501	-19.5535831209354
600	319.637	2.39169338450024
600	320.773	6.56240205223908
600	321.909	-2.50915111378401
600	323.045	20.924553380982
