Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
600	247.409	4.3015176127508
600	248.53	-2.55725016231546
600	249.652	17.3539479843471
600	250.774	-10.3705274301477
600	251.895	-9.52380358329237
600	253.018	20.8170819169626
600	254.14	11.1316908427655
600	255.263	3.17830301197341
600	256.386	-1.66513495332618
600	257.509	12.2533202899288
600	258.632	4.1887420667848
600	259.756	-21.006809674325
600	260.88	10.2461157922121
600	262.004	-14.4909037368727
600	263.128	-28.8338428279175
600	264.252	2.66667411647619
600	265.377	8.92838693896354
600	266.502	20.8617936897728
600	267.627	-9.15949142660882
600	268.753	-1.83549347957557
600	269.879	20.4746642292776
600	271.005	12.1161825490411
600	272.131	7.48465358800235
600	273.257	-19.6286798103256
600	274.384	13.9928956853813
600	275.511	12.168602350464
600	276.638	-11.0806305365987
600	277.765	43.5238648885199
600	278.893	-18.3557687077037
600	280.02	16.5060523920435
600	281.149	-8.19540568505064
600	282.277	-5.3778453703003
600	283.405	5.32432332288078
600	284.534	4.46612279286191
600	285.663	13.1639227148033
600	286.792	30.6958579588892
600	287.922	8.72136956025871
600	289.051	-7.85322420743115
600	290.181	-8.65397265610801
600	291.311	4.26067819913712
600	292.441	30.7643297553753
600	293.572	15.1698400976912
600	294.703	26.9199602052688
600	295.834	8.35539560173468
600	296.965	13.2583273478771
600	298.096	9.87916949286438
600	299.228	4.10095620675193
600	300.36	-3.26645383192437
600	301.492	7.39697271868759
600	302.624	27.7855453117138
600	303.757	21.9694206557901
600	304.89	0.772627189108894
600	306.023	13.8735388479225
600	307.156	-31.695347387214
600	308.29	23.506309917801
600	309.423	14.6538339441241
600	310.557	5.69074041392645
600	311.691	25.1679639816205
600	312.826	28.4310448146589
600	313.96	-1.6580039533601
600	315.095	-12.9652825543739
600	316.23	-4.03154341595479
600	317.365	-12.1287464629334
600	318.501	21.1125690294642
600	319.637	-3.26347379389105
600	320.773	12.2614503519381
600	321.909	-6.62089083836428
600	323.045	5.00728741642708
