Wavelength	I	I dark	R	R dark	XCorrect	Ic	Rc	Ic/Rc	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
800	0.168217664618668	0.00989188289981267	0.182718635496546	0.003753663286469	1.26322114467621	0.158325781718855	0.22607233705216	0.700332397069554	6.38840446251294E-4	99.8530096879053
799	0.17263980872789		0.187854792797953		1.25946629047394	0.162747925828077	0.231869166657891	0.701895505012109	7.32999691105182E-4	99.8313629361674
798	0.175307823815801		0.190953534889148		1.25578379631042	0.165415940915988	0.235082565430036	0.703650398800919	7.39255273822488E-4	99.8299249744226
797	0.174745059268794		0.190366948320752		1.25213968753815	0.164853176368982	0.233665900413294	0.705508061199341	6.64124743556357E-4	99.8471964901859
796	0.172898531795093		0.188349064646564		1.24854493141174	0.163006648895281	0.230475652730063	0.707261903651909	6.4486245593449E-4	99.8516251167276
795	0.17096753166548		0.186305302256965		1.24499154090881	0.161075648765668	0.227275246297307	0.708724999267887	7.03536189201913E-4	99.838135947227
794	0.172349772909042		0.188052627574995		1.24150061607361	0.162457890009229	0.228807277705933	0.710020641117993	6.49406685458163E-4	99.8505803271945
793	0.176873212107581		0.193429862203167		1.23799812793732	0.166981329207768	0.234818779173138	0.711107219770734	6.84526856737512E-4	99.8425060185351
792	0.184560193659507		0.202419605018503		1.23457276821136	0.174668310759694	0.245267561633435	0.712154145441968	5.57576894783721E-4	99.8716955560119
791	0.191804887386662		0.21088036777156		1.23109483718872	0.181913004486849	0.25499261653551	0.713404987793112	7.12725875949163E-4	99.8360233910558
790	0.196837977767246		0.216672760479128		1.22767388820648	0.186946094867434	0.261395215923926	0.71518560202663	6.6445448690118E-4	99.8471206800216
789	0.197149211858715		0.217096944322953		1.22422575950623	0.187257328958902	0.26118034026244	0.716965636734917	7.27021331759324E-4	99.8327371923332
788	0.192589618294781		0.211930856620817		1.22079539299011	0.182697735394968	0.254141758548184	0.718881211960801	6.44510810857085E-4	99.8517059658936
787	0.185945125790508		0.204482886832463		1.21735346317291	0.176053242890696	0.244358415443725	0.720471372230026	7.01879063690336E-4	99.8385168975836
786	0.1807860762048		0.19876281048508		1.21391463279724	0.170894193304987	0.236724457313705	0.721911860076712	6.40513469232265E-4	99.8526250271161
785	0.177391529328105		0.195121777708491		1.21042191982269	0.167499646428292	0.231636160451553	0.723115277432364	6.48651216595524E-4	99.8507540205595
784	0.177383774620799		0.195308038312605		1.20695853233337	0.167491891720987	0.231198187343582	0.724451578299263	5.91534782352623E-4	99.8638868009755
783	0.179018071794445		0.197367351506281		1.20348119735718	0.169126188894632	0.233010433323518	0.725830970237338	5.71075845489298E-4	99.8685913440096
782	0.18151634525248		0.200399435959192		1.20004236698151	0.171624462352667	0.235983258495082	0.727273889881658	6.80006624903141E-4	99.8435452065552
781	0.183722647123547		0.203081082295523		1.1966587305069	0.173830764223734	0.23852689618659	0.728767979640136	7.43056424649711E-4	99.8290512195004
780	0.186395093745253		0.206265292106408		1.19330596923828	0.176503210845441	0.241658335511	0.730383292892483	6.29514188382508E-4	99.8551540046197
779	0.19031470299015		0.210920036808267		1.19010949134827	0.180422820090338	0.246550667416492	0.731788001147665	6.40585246653583E-4	99.8526085241126
778	0.194107813440997		0.215447305772111		1.18701219558716	0.184215930541185	0.251282935358724	0.733101634132867	6.57702450139621E-4	99.8486730291722
777	0.198891410414376		0.221102762101746		1.1839507818222	0.188999527514563	0.257330635470699	0.734461822506489	6.44450003053682E-4	99.8517199466453
776	0.205683163774688		0.229084960212857		1.1809515953064	0.195791280874876	0.266105354577677	0.735766032162738	6.18191919976824E-4	99.8577573109937
775	0.213204361826605		0.23795377140331		1.17803692817688	0.203312478926793	0.275896375944656	0.736916091161619	6.48282025674212E-4	99.8508389030738
774	0.222364304607692		0.248645869405935		1.17517721652985	0.212472421707879	0.287791741137328	0.738285333930039	6.40981453122402E-4	99.8525174287084
773	0.232291153742526		0.260239081487297		1.17244553565979	0.222399270842713	0.300715183531395	0.739567813739922	6.24418856897129E-4	99.8563255555283
772	0.24467507169231		0.274661893128579		1.1697244644165	0.234783188792497	0.316887984058086	0.740902781436676	4.27279157888929E-4	99.9016637198903
771	0.259587666618684		0.292204388786022		1.16703009605408	0.249695783718871	0.336630677886612	0.741749935824259	6.29336450958741E-4	99.8551948709032
