Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
600	0.906042031291744	0.00988857441574844	1.17503364154503	0.00375688321424391	0.984116673469543	0.896153456875996	1.15267298712069	0.777456804218635	3.37013167377447E-4	99.9224299515948
595	0.963334415096018		1.25206427844426		0.982812881469727	0.95344584068027	1.22685258806598	0.777147841521275	3.14720272776526E-4	99.9275592301482
590	1.02344415789782		1.33307701676801		0.982779562473297	1.01355558348208	1.30642865924092	0.775821608254512	3.46846684883115E-4	99.9201674825075
585	1.07466562070585		1.40259207813575		0.981987595558167	1.0647770462901	1.37363880964311	0.775150671934453	3.54195908338363E-4	99.9184766265195
580	1.11309745526908		1.45529846830601		0.980610847473145	1.10320888085333	1.42339742389935	0.775053307200128	3.39125114784436E-4	99.921944036133
575	1.15448344509394		1.51222253668207		0.979297995567322	1.14459487067819	1.47723739082319	0.774821215458384	3.38777764519121E-4	99.9220239540898
570	1.19927463754192		1.5737774180279		0.978484988212585	1.18938606312617	1.53624152450066	0.774218144840714	3.57282834229293E-4	99.9177664175504
565	1.24384661185112		1.63493137042026		0.978631198406219	1.23395803743537	1.59631824322408	0.773002527956553	3.65768826264209E-4	99.9158140715698
560	1.30039816558023		1.71190733690956		0.979763388633728	1.29050959116448	1.67358327680876	0.771105692227798	3.74242535873729E-4	99.913864589434
555	1.36754412356388		1.80282839672692		0.981100916862488	1.35765554914814	1.76507071140847	0.769179127143734	3.53411077779047E-4	99.9186571932732
550	1.44155368625644		1.90281662081469		0.982443392276764	1.43166511184069	1.8657186907444	0.767353148651509	3.43544785709806E-4	99.9209271688179
545	1.51452481023244		2.00104336785872		0.982752025127411	1.50463623581669	1.96283733754396	0.766561857692901	3.07786664611358E-4	99.9291546086306
540	1.58303508705829		2.09216010211377		0.982404112815857	1.57314651264254	2.05165591146477	0.766769175986924	3.27089580099345E-4	99.924713195626
535	1.66169534797445		2.19730910987233		0.983403861522675	1.6518067735587	2.15714773014722	0.765736509592678	2.9405041303986E-4	99.9323153066643
530	1.75006510775318		2.31478313406113		0.985359311103821	1.74017653333743	2.27719123447733	0.764176722178908	2.84008200370366E-4	99.9346260732231
525	1.84741551996184		2.44380138671943		0.986455500125885	1.83752694554609	2.40699532103462	0.763411099925301	3.13214297711794E-4	99.9279057431243
520	1.94801878799247		2.57613521065354		0.98695296049118	1.93813021357672	2.53881640576956	0.763399121406432	3.05512296220645E-4	99.9296779316641
515	2.05582797701481		2.71702888318626		0.987989187240601	2.04593940259906	2.68068339801503	0.763215605436294	2.89495331192355E-4	99.9333634486085
510	2.15940221793395		2.85169601643722		0.989577054977417	2.14951364351821	2.81825522020973	0.762710782225836	3.01249840404266E-4	99.9306587130116
505	2.30106684017063		3.03467117439749		0.991617441177368	2.29117826575488	3.00550747385105	0.762326590663613	2.9305958793251E-4	99.9325432984167
500	2.49043888409167		3.2778633853398		0.993805527687073	2.48055030967592	3.25382514004857	0.762348990160821	2.72752174914096E-4	99.937216208072
495	2.91510291559792		3.82985411799744		0.99499124288559	2.90521434118217	3.80693324303805	0.763137716295681	2.6942476092519E-4	99.9379818953625
490	3.1093891306419		4.07208314534985		0.99444317817688	3.09950055622615	4.0457192979786	0.766118538618036	2.79637087630887E-4	99.9356319062088
485	3.52271380428331		4.59834650262201		0.996731162071228	3.51282522986756	4.5795706505927	0.767064316261376	2.38334603798308E-4	99.9451364849483
480	3.79825946236197		4.93536065166599		0.998985171318054	3.78837088794622	4.92659903549953	0.76896269833376	2.28896004040976E-4	99.9473086341034
475	4.75317856987442		6.15649782696235		1.00243234634399	4.74328999545867	6.16770654068817	0.769052477475595	2.39757072113441E-4	99.9448091297481
470	6.01241241249902		7.73970142903462		1.00769698619843	6.00252383808327	7.79548800422134	0.769999753040842	2.01335242784453E-4	99.9536515913219
465	6.1286566161361		7.85069315466534		1.01307439804077	6.11876804172035	7.94953023966461	0.769701838630719	2.38153270782785E-4	99.9451782155194
460	5.76089593889466		7.36585215318469		1.01598358154297	5.75100736447891	7.47976792004513	0.768875107617539	2.10842014292246E-4	99.9514636148076
455	5.33284617742147		6.83127231401218		1.01623702049255	5.32295760300572	6.93837393876102	0.767176524353807	2.11714211290293E-4	99.9512628817046
