"","Sample","oldFI","oldBIX","oldHIX","P/H","Protein-like","Humic-like"
"1","EBLAd231025",1.21819918170876,0.805694671156067,0.847650651400767,0.877800448062313,0.288681909823644,0.328869631430345
"2","EBlank1",-0.841327444658306,-1.1591241505592,0.4130862356531,12.5531264225798,0.0378602325813454,0.00301600026215339
"3","EBlank2",0.0226591800230701,1.65444377344627,1.52184457296671,2.8004209564017,0.012960392490847,0.00462801582070004
"4","EBlank3",-0.165981127700877,-0.379222169662618,0.856394374454492,2.90001952293266,0.00982359618595477,0.00338742415637968
"5","EBlank4",1.74350540008469,-0.354332337248017,0.527290844629894,6.42850861804239,0.0288301887675294,0.00448473984877519
"6","ENWAd231025",1.23841055313558,0.77465015901453,0.837532513279165,0.828292491365697,0.248238317159032,0.299698862112989
"7","ENWAdup231025",1.26276232468668,0.809235534931773,0.831439075558356,0.852724459827082,0.258271054087369,0.302877501766212
"8","ESLBd231025",1.20599560175526,0.7751718653685,0.843939615736614,0.912549832706529,0.249550678486816,0.273465261339947
"9","EWBd231025",1.27640048364285,0.837855691453341,0.852344773563685,0.789351186944628,0.311060793304823,0.394071483579898
